#++
#
#   Frequency Database
#   ==================
#
#   Created: 29-Mar-2026 15:32:45
#
#   The column names are the database fields
#
#   When importing:
#       Rows starting with # are treated as comments
#       Missing fields are left empty
#       Invalid fields are ignored
#       First field must be Frequency
#       Frequency value is in kHz not Hz
#       Source is set to Custom
#       Added is set to the current date & time
#
#--
Frequency,Station,Site,Azi,Dist,Locator,RDS_PI,RDS_PS,CallID,Language,TX_Country,Time_On,Time_Off,Days,Target,Notes,Pwr,M,Org_Country,Lat,Lon,ITU,Polarity,Source,Date
"9500000","Telediffusion d'Algerie","","131","","","","","","Arb","ALG","0600","0700","1234567","37SE,38SW,46E,47NW","","300","","BEC","","","","","HFCC","2026-03-29 15:32"
"9500000","Trans World Radio","","13","","","","","","AmhOro","SWZ","1630","1730","1234567","48","","100","","MAN","","","","","HFCC","2026-03-29 15:32"
"9500000","Trans World Radio","","13","","","","","","Sid","SWZ","1730","1745","1","48","","100","","MAN","","","","","HFCC","2026-03-29 15:32"
"9500000","Trans World Radio","","13","","","","","","Oro","SWZ","1730","1800","23456","48","","100","","MAN","","","","","HFCC","2026-03-29 15:32"
"9500000","Trans World Radio","","13","","","","","","Eng","SWZ","1802","1902","1","48","","100","","MAN","","","","","HFCC","2026-03-29 15:32"
"9505000","Sudan National Broadcasting Corporation","","110","","","","","","Eng","SDN","0400","0800","1234567","39,47,48","","100","","ALF","","","","","HFCC","2026-03-29 15:32"
"9505000","Sudan National Broadcasting Corporation","","210","","","","","","Fra","SDN","1630","2100","1234567","46,47","","100","","ALF","","","","","HFCC","2026-03-29 15:32"
"9510000","ANTI, Milano","","0","","","","","","Eng","I","0800","0900","7","18-20,27-30,37-40","","150","","MIL","","","","","HFCC","2026-03-29 15:32"
"9510000","ANTI, Milano","","0","","","","","","Eng","I","0930","1200","1","18-20,27-30,37-40","","150","","MIL","","","","","HFCC","2026-03-29 15:32"
"9510000","China National Radio","","0","","","","","","Mon","CHN","0530","1030","1234567","42N","","50","","URU","","","","","HFCC","2026-03-29 15:32"
"9510000","China Radio International","","135","","","","","","Chn","CHN","0100","0130","1234567","55,59,60","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"9510000","China Radio International","","135","","","","","","Chn","CHN","0230","0300","1234567","55,59,60","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"9510000","Japan International Communications","","290","","","","","","Mul","J","1700","1800","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"9510000","Japan International Communications","","290","","","","","","Mul","J","1800","1805","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"9510000","Radio Romania International","","37","","","","","","Rus","ROU","0430","0500","1234567","29","","300","","TIG","","","","","HFCC","2026-03-29 15:32"
"9515000","China National Radio","","163","","","","","","Zho","CHN","0900","1605","1234567","44S","","100","","BEI","","","","","HFCC","2026-03-29 15:32"
"9515000","China National Radio","","163","","","","","","Zho","CHN","2055","2400","1234567","44S","","100","","BEI","","","","","HFCC","2026-03-29 15:32"
"9515000","China Radio International","","315","","","","","","Ces","CHN","1900","1930","1234567","28NW","","500","","SZG","","","","","HFCC","2026-03-29 15:32"
"9515000","Korean Broadcasting System","","304","","","","","","Eng","KOR","1500","1700","1234567","27-29,37N,39NW","","250","","KIM","","","","","HFCC","2026-03-29 15:32"
"9515000","Korean Broadcasting System","","304","","","","","","Kor","KOR","1700","1900","1234567","27-29,37N,39NW","","250","","KIM","","","","","HFCC","2026-03-29 15:32"
"9515000","Media Broadcast GmbH","","165","","","","","","Mul","D","1930","2000","1234567","37,38","X.341","250","","NAU","","","","","HFCC","2026-03-29 15:32"
"9520000","China National Radio","","36","","","","","","Zho","CHN","2150","1605","1234567","43NE","","50","","HUH","","","","","HFCC","2026-03-29 15:32"
"9520000","Radio Romania International","","270","","","","","","Ita","ROU","1400","1430","1234567","28SW","","100","","TIG","","","","","HFCC","2026-03-29 15:32"
"9525000","BBC Worldservice","","35","","","","","","Prs","OMA","1600","1630","1234567","40E,41NW","DARIA","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"9525000","BBC Worldservice","","35","","","","","","Pus","OMA","1630","1700","23456","40E,41NW","PASHA","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"9525000","BBC Worldservice","","35","","","","","","Prs","OMA","1630","1700","17","40E,41NW","DARIA","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"9525000","BBC Worldservice","","35","","","","","","Prs","OMA","1700","1800","1234567","40E,41NW","DARIA","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"9525000","BBC Worldservice","","35","","","","","","Pus","OMA","1800","1900","1234567","40E,41NW","PASHA","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"9525000","China Radio International","","318","","","","","","Rus","CHN","1900","2000","1234567","29-31,32N","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"9525000","China Radio International","","318","","","","","","Rus","CHN","2000","2100","1234567","29-31,32N","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"9525000","Korean Broadcasting System","","225","","","","","","Kor","KOR","2200","2400","1234567","43S,44S","","250","","KIM","","","","","HFCC","2026-03-29 15:32"
"9530000","Radio Onda ASBL","","0","","","","","","Por","LUX","0000","2400","1234567","18,27,28","RON","1","","JUN","","","","","HFCC","2026-03-29 15:32"
"9530000","Sudan National Broadcasting Corporation","","240","","","","","","Fra","SDN","1600","2000","1234567","46,47","","100","","ALF","","","","","HFCC","2026-03-29 15:32"
"9535000","China Radio International","","174","","","","","","Eng","CHN","0100","0200","1234567","41","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"9535000","China Radio International","","175","","","","","","Ind","CHN","1330","1430","1234567","54","","100","","KUN","","","","","HFCC","2026-03-29 15:32"
"9535000","China Radio International","","209","","","","","","Urd","CHN","1500","1600","1234567","41NW","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"9535000","China Radio International","","317","","","","","","Deu","CHN","1600","1800","1234567","28","","150","","BJI","","","","","HFCC","2026-03-29 15:32"
"9535000","China Radio International","","255","","","","","","Por","CHN","1900","2000","1234567","52S,53W,57NE","","150","","BJI","","","","","HFCC","2026-03-29 15:32"
"9540000","China National Radio","","340","","","","","","Zho","CHN","1500","1530","1234567","33S,42-44","","150","","JIN","","","","","HFCC","2026-03-29 15:32"
"9540000","China Radio International","","142","","","","","","Yue","CHN","1100","1200","1234567","55,59,60","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"9540000","China Radio International","","283","","","","","","Chn","CHN","1200","1400","1234567","41N,42S","","500","","KUN","","","","","HFCC","2026-03-29 15:32"
"9540000","Encompass Digital Media Services","","160","","","","","","Kau","G","0500","0600","1234567","46SE","","250","","WOF","","","","","HFCC","2026-03-29 15:32"
"9540000","Far East Broadcasting Company","","60","","","","","","Urd","UAE","0200","0230","123457","41NW","BC21","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"9540000","Far East Broadcasting Company","","60","","","","","","Urd","UAE","0200","0300","6","41NW","BC21","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"9540000","Far East Broadcasting Company","","131","","","","","","Hin","UZB","1430","1500","456","41N","BS42","100","","TAC","","","","","HFCC","2026-03-29 15:32"
"9540000","IBRA Radio","","225","","","","","","Amh","UAE","1600","1630","1234567","48W","FE31","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"9540000","IBRA Radio","","225","","","","","","Amh","UAE","1630","1700","1234567","48W","FE04","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"9540000","IBRA Radio","","225","","","","","","Orm","UAE","1700","1730","1234567","48W","FE06","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"9540000","IBRA Radio","","225","","","","","","Tir","UAE","1730","1800","1234567","48W","FE05","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"9540000","IBRA Radio","","225","","","","","","Tir","UAE","1800","1830","1234567","48W","FE08","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"9540000","Turkish Radio-TV Corp","","150","","","","","","Ara","TUR","1400","1500","1234567","38E,39","","250","","EMR","","","","","HFCC","2026-03-29 15:32"
"9545000","Radio Russia","","270","","","","","","Rus","RUS","1400","2100","1234567","27,37NW,37SW","","200","","MSK","","","","","HFCC","2026-03-29 15:32"
"9545000","Solomon Islands Broadcasting","","0","","","","","","Bis","SLM","0000","0800","1234567","51,56","NZL","10","","HON","","","","","HFCC","2026-03-29 15:32"
"9545000","Solomon Islands Broadcasting","","0","","","","","","Bis","SLM","2000","2400","1234567","51,56","NZL","10","","HON","","","","","HFCC","2026-03-29 15:32"
"9545000","World Christian Broadcasting Corporation","","300","","","","","","Rus","USA","0900","1000","1234567","24,33,34","","100","","NLS","","","","","HFCC","2026-03-29 15:32"
"9550000","Adventist Broadcasting Service, Inc.","","330","","","","","","Kor","USA","1800","1900","1234567","44NE,45NW","x207","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"9550000","BBC Worldservice","","345","","","","","","Fas","OMA","0330","0430","1234567","40","FARSA","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"9550000","China Radio International","","191","","","","","","Hak","CHN","0000","0100","1234567","54NW","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"9550000","China Radio International","","191","","","","","","Nan","CHN","0100","0200","1234567","49W,54W","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"9550000","China Radio International","","193","","","","","","Vie","CHN","1100","1200","1234567","49E","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"9550000","China Radio International","","193","","","","","","Vie","CHN","1200","1300","1234567","49E","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"9550000","China Radio International","","193","","","","","","Vie","CHN","1300","1400","1234567","49E","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"9550000","China Radio International","","193","","","","","","Vie","CHN","1400","1500","1234567","49E","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"9550000","China Radio International","","193","","","","","","Vie","CHN","1500","1600","1234567","49E","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"9550000","China Radio International","","193","","","","","","Vie","CHN","1600","1700","1234567","49E","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"9550000","Media Broadcast GmbH","","120","","","","","","Mul","D","0430","0515","1234567","39N","X.josyi","125","","NAU","","","","","HFCC","2026-03-29 15:32"
"9550000","Radio Romania International","","307","","","","","","Fra","ROU","0100","0200","1234567","4,8","","300","","TIG","","","","","HFCC","2026-03-29 15:32"
"9555000","Abu Dhabi Media Company","","75","","","","","","Bod","UAE","2300","2400","1234567","42,43W","UAE","500","","DHA","","","","","HFCC","2026-03-29 15:32"
"9555000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","295","","","","","","Ara","ARS","1800","2300","1234567","37,38","","500","","RIY","","","","","HFCC","2026-03-29 15:32"
"9555000","China National Radio","","203","","","","","","Zho","CHN","1000","1300","1234567","33S,42-44","","100","","QIQ","","","","","HFCC","2026-03-29 15:32"
"9560000","China National Radio","","0","","","","","","Uig","CHN","0300","1200","1234567","42N","","100","","URU","","","","","HFCC","2026-03-29 15:32"
"9560000","China Radio International","","173","","","","","","Chn","CHN","0100","0200","1234567","41","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"9560000","China Radio International","","174","","","","","","Chn","CHN","1500","1600","1234567","41","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"9560000","China Radio International","","288","","","","","","Rus","CHN","1800","1900","1234567","30S,31S,40E","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"9560000","China Radio International","","308","","","","","","Hun","CHN","1900","1930","1234567","28N","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"9560000","For new organization","","30","","","","","","Eng","BUL","1700","1800","1234567","19,20,21,22,29,30","BUL","250","","SOF","","","","","HFCC","2026-03-29 15:32"
"9560000","Media Broadcast GmbH","","200","","","","","","Mul","D","2000","2100","1234567","37S,38SW,46,47W","Y.AFRIC","100","","NAU","","","","","HFCC","2026-03-29 15:32"
"9560000","Nippon Hoso Kyokai","","290","","","","","","Zho","J","1400","1500","1234567","43,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"9560000","Nippon Hoso Kyokai","","290","","","","","","Jpn","J","1600","1700","1234567","43,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"9560000","Radio Russia","","263","","","","","","Rus","RUS","1000","1400","1234567","43,44","","200","","P.K","","","","","HFCC","2026-03-29 15:32"
"9570000","China National Radio","","172","","","","","","Zho","CHN","0100","1100","1234567","43SW","","100","","GEM","","","","","HFCC","2026-03-29 15:32"
"9570000","China National Radio","","142","","","","","","Zho","CHN","2055","0030","1234567","44S,50","","100","","NNN","","","","","HFCC","2026-03-29 15:32"
"9570000","China Radio International","","135","","","","","","Yue","CHN","1100","1200","1234567","55,59,60","","500","","KUN","","","","","HFCC","2026-03-29 15:32"
"9570000","China Radio International","","10","","","","","","Yue","CUB","1200","1250","1234567","8","","250","","HAB","","","","","HFCC","2026-03-29 15:32"
"9570000","China Radio International","","270","","","","","","Fas","CHN","1500","1530","1234567","40","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"9570000","China Radio International","","270","","","","","","Pus","CHN","1530","1600","1234567","40E","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"9570000","China Radio International","","257","","","","","","Eng","CHN","1600","1700","1234567","52E,53,57N","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"9570000","China Radio International","","257","","","","","","Eng","CHN","1700","1800","1234567","52E,53,57N","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"9570000","Korean Broadcasting System","","205","","","","","","Kor","KOR","0700","0900","1234567","44S,49SE,50,54N","","100","","KIM","","","","","HFCC","2026-03-29 15:32"
"9570000","Korean Broadcasting System","","205","","","","","","Kor","KOR","0900","1100","1234567","44S,49SE,50,54N","","100","","KIM","","","","","HFCC","2026-03-29 15:32"
"9570000","Korean Broadcasting System","","205","","","","","","Ind","KOR","1200","1300","1234567","44S,49SE,50,54N","","100","","KIM","","","","","HFCC","2026-03-29 15:32"
"9570000","Korean Broadcasting System","","205","","","","","","Eng","KOR","1300","1400","1234567","44S,49SE,50,54N","","100","","KIM","","","","","HFCC","2026-03-29 15:32"
"9570000","Korean Broadcasting System","","205","","","","","","Ind","KOR","1400","1500","1234567","44S,49SE,50,54N","","100","","KIM","","","","","HFCC","2026-03-29 15:32"
"9570000","Radio Romania International","","307","","","","","","Deu","ROU","1800","1900","1234567","28NW","","90","","TIG","","","","","HFCC","2026-03-29 15:32"
"9575000","China Radio International","","322","","","","","","Yue","CHN","1900","2000","1234567","27","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"9575000","Radio Romania International","","285","","","","","","Fra","ROU","2000","2030","1234567","27SE","","300","","GAL","","","","","HFCC","2026-03-29 15:32"
