Frequency,M,Station,On,Off,Language,Site,TX Country,Days,Target,Power,Azimuth,Origin,Source
6125000,AM,China National Radio,10:00,18:05,Chinese,Beijing,China,1234567,,100,37,China,HFCC
6125000,AM,China National Radio,11:00,18:05,Chinese,Shijiazhuang,China,1234567,,100,217,China,HFCC
6125000,AM,China National Radio,20:25,23:00,Chinese,Shijiazhuang,China,1234567,,100,217,China,HFCC
6125000,AM,China National Radio,20:25,23:00,Chinese,Beijing,China,1234567,,100,37,China,HFCC
6130000,,Xizang RTV,0200,0700,TB,,China,,China,,,China,EiBi
6130000,,Xizang RTV,0700,0800,E,,China,We-Mo,China,,,China,EiBi
6130000,,Xizang RTV,0800,1000,TB,,China,We-Mo,China,,,China,EiBi
6130000,,Xizang RTV,1000,1600,TB,,China,,China,,,China,EiBi
6130000,,Xizang RTV,1600,1700,E,,China,,China,,,China,EiBi
6130000,,Xizang RTV,1700,1805,TB,,China,,China,,,China,EiBi
6130000,,Xizang RTV,2050,0200,TB,,China,,China,,,China,EiBi
6130000,,Radio Europe,0000,2400,NL,,The Netherlands,,West Europe,,,The Netherlands,EiBi
6130000,AM,Radio Europe Netherlands,00:00,24:00,Dutch,Alphen aan den Rijn,Netherlands,1234567,,2,0,Netherlands,HFCC
6130000,AM,Broadcasting Serv. of the Kingdom of Saudi Arabia,15:00,18:00,Arabic,Jeddah,Saudi Arabia,1234567,,250,50,Saudi Arabia,HFCC
6130000,AM,Media Broadcast GmbH,17:00,19:00,Multiple languages,Nauen,Germany,1234567,,100,100,Germany,HFCC
6130000,AM,China National Radio,20:50,18:05,Tibetan,Lhasa,China,1234567,,100,290,China,HFCC
6135000,,Rádio Scalla FM,0000,2400,P,,Brasil,irr,Brasil,,,Brasil,EiBi
6135000,,BBC,0530,0600,HA,,Ascension Island relay,,West Africa,,,United Kingdom,EiBi
6135000,AM,Korean Broadcasting System,00:00,24:00,Korean,HwaSung,Korea (Rep. of),1234567,,10,0,Korea (Rep. of),HFCC
6135000,AM,BBC Worldservice,05:29,06:00,Hausa,Ascension,United Kingdom,1234567,,125,65,United Kingdom,HFCC
6135000,AM,Radio New Zealand,16:45,19:00,English,Rangitaiki,New Zealand,123457,,35,35,New Zealand,HFCC
6140000,,Radio Onda,1700,2200,F,,Luxembourg relay,,Europe,,,Belgium,EiBi
6140000,,China Radio Int.,1700,1800,E,,China,,South Asia,,,China,EiBi
6140000,,China Radio Int.,2200,2300,M,,China,,South East Asia,,,China,EiBi
6140000,,China Radio Int.,2300,2400,CA,,China,,South East Asia,,,China,EiBi
6140000,,Radio Augusta Int.,1900,2100,E,,Luxembourg relay,,West Europe,,,Ivory Coast,EiBi
6140000,,KCBS DIGITAL,1950,1400,K,,North Korea,,North Korea,,,North Korea,EiBi
6140000,,Radio Gloria,0555,1800,D,,Luxembourg relay,,Europe,,,Switzerland,EiBi
6140000,,Radio Slovakia Int.,1430,1500,D,,Luxembourg relay,,Europe,,,Slovakia,EiBi
6140000,AM,Radio Onda ASBL,00:00,24:00,Portuguese,Junglinster,Luxembourg,1234567,,1,0,Luxembourg,HFCC
6140000,AM,Media Broadcast GmbH,08:00,09:00,Multiple languages,Nauen,Germany,1234567,,100,240,Germany,HFCC
6140000,AM,Radio Russia,16:00,21:00,Russian,Irkutsk,Russia,1234567,,250,272,Russia,HFCC
6140000,AM,China Radio International,17:00,18:00,English,Kashi,China,1234567,,100,173,China,HFCC
6140000,AM,For new organization,18:00,18:30,Multiple languages,Sofia,Bulgaria,1234567,,250,100,Bulgaria,HFCC
6140000,AM,China Radio International,22:00,23:00,Standard Chinese,Kunming,China,1234567,,100,225,China,HFCC
6140000,AM,China Radio International,23:00,24:00,Cantonese,Kunming,China,1234567,,100,225,China,HFCC
6145000,,China National Radio 1,1400,1700,M,,China,,China,,,China,EiBi
6145000,,China National Radio 17,1500,1805,KZ,,China,,China,,,China,EiBi
6145000,,China National Radio 17,1520,1530,"E,R",,China,Mo-Fr,China,,,China,EiBi
6145000,,China National Radio 17,1720,1730,"E,R",,China,Mo-Fr,China,,,China,EiBi
6145000,,PBS Qinghai,0600,0900,M,,China,We-Mo,China,,,China,EiBi
6145000,,PBS Qinghai,0900,1600,M,,China,,China,,,China,EiBi
6145000,,PBS Qinghai,2200,0600,M,,China,,China,,,China,EiBi
6145000,,Radio Taiwan Int.,1400,1500,M,,Taiwan,,China,,,Taiwan,EiBi
6145000,,Radio Taiwan Int.,1500,1600,M,,Taiwan,,China,,,Taiwan,EiBi
6145000,,Radio Taiwan Int.,1600,1700,M,,Taiwan,,China,,,Taiwan,EiBi
6145000,AM,Media Broadcast GmbH,00:00,02:00,Dutch / English,Nauen,Germany,1234567,,125,300,Germany,HFCC
6145000,AM,Japan International Communications,13:00,14:00,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6145000,AM,Japan International Communications,14:00,15:00,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6145000,AM,China National Radio,14:00,17:00,Chinese,Baoji,China,1234567,,100,150,China,HFCC
6145000,AM,Japan International Communications,15:00,15:05,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6145000,AM,Japan International Communications,15:55,16:00,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6145000,AM,Japan International Communications,16:00,17:00,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6145000,AM,Korean Broadcasting System,19:00,20:00,French,Woofferton,United Kingdom,1234567,,250,114,United Kingdom,HFCC
6145000,AM,Abu Dhabi Media Company,20:00,21:00,Arabic,Dhabayya,United Arab Emirates,1234567,,250,285,United Arab Emirates,HFCC
6145000,AM,China National Radio,22:00,16:00,Chinese,Xining,China,1234567,,50,270,China,HFCC
6150000,,CNR1 Jammer/Firedrake,1100,1200,M,,China,,Far East,,,China,EiBi
6150000,,Europa24,0400,0600,D,,Germany,irr,Europe,,,Germany,EiBi
6150000,,Europa24,0600,1600,D,,Germany,,Europe,,,Germany,EiBi
6150000,,Europa24,0700,1500,D,,Germany,,Europe,,,Germany,EiBi
6150000,,BBC,1700,1800,DR,,Oman relay,,Afghanistan,,,United Kingdom,EiBi
6150000,,BBC,1800,1900,PS,,Oman relay,,Afghanistan,,,United Kingdom,EiBi
6150000,,Radio Taiwan Int.,1100,1200,M,,Taiwan,,Far East,,,Taiwan,EiBi
6150000,,Radio Taiwan Int.,1200,1300,AM,,Taiwan,,Far East,,,Taiwan,EiBi
6150000,AM,Korean Broadcasting System,07:00,08:00,Korean,Kimjae,Korea (Rep. of),1234567,,250,304,Korea (Rep. of),HFCC
6150000,AM,Europa 24 (Germany),07:00,15:00,Multiple languages,Datteln,Germany,1234567,,15,0,Germany,HFCC
6150000,AM,China National Radio,11:00,12:00,Chinese,Baoji,China,1234567,,100,150,China,HFCC
6150000,AM,Korean Broadcasting System,16:00,17:00,Korean,Kimjae,Korea (Rep. of),1234567,,250,304,Korea (Rep. of),HFCC
6150000,AM,BBC Worldservice,17:00,18:00,Dari,A'Seela,Oman,1234567,,250,63,Oman,HFCC
6150000,AM,Abu Dhabi Media Company,18:00,18:30,Tigrinya,Dhabayya,United Arab Emirates,1,,250,215,United Arab Emirates,HFCC
6150000,AM,BBC Worldservice,18:00,19:00,Pushto,A'Seela,Oman,1234567,,250,63,Oman,HFCC
6150000,AM,Japan International Communications,19:50,20:50,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6150100,,Rádio Saturno,0000,2400,P,,Brasil,,Brasil,,,Brasil,EiBi
6155000,,China Radio Int.,1400,1500,R,,China,,Central Asia,,,China,EiBi
6155000,,China Radio Int.,1500,1600,M,,China,,South East Asia,,,China,EiBi
6155000,,CNR 2 China Business R.,2055,0100,M,,China,,China,,,China,EiBi
6155000,,Furusato no Kaze,1700,1730,J,,Taiwan relay,,North Korea,,,Clandestine stations,EiBi
6155000,,Nippon no Kaze,1630,1700,K,,Taiwan relay,,North Korea,,,Clandestine stations,EiBi
6155000,,KBS World Radio,0800,0900,J,,South Korea,,Far East,,,South Korea,EiBi
6155000,,KBS World Radio,0900,1000,J,,South Korea,,Far East,,,South Korea,EiBi
6155000,AM,Korean Broadcasting System,08:00,11:00,Japanese,Kimjae,Korea (Rep. of),1234567,,100,0,Korea (Rep. of),HFCC
6155000,AM,Radio Russia,12:00,14:00,Russian,Irkutsk,Russia,1234567,,100,110,Russia,HFCC
6155000,AM,China Radio International,14:00,15:00,Russian,Geermu,China,1234567,,100,287,China,HFCC
6155000,AM,China Radio International,15:00,16:00,Standard Chinese,Beijing,China,1234567,,500,215,China,HFCC
6155000,AM,Abu Dhabi Media Company,19:00,20:00,English,Dhabayya,United Arab Emirates,1234567,,250,220,United Arab Emirates,HFCC
6160000,,China Radio Int.,2300,2400,E,,China,,South Asia,,,China,EiBi
6160000,,Shortwave Radio Gold,0700,1700,"D,E",,Germany,,West Europe,,,Germany,EiBi
6160000,,Shortwave Radio Gold,0800,1600,"D,E",,Germany,Mo-Fr,West Europe,,,Germany,EiBi
6160000,,Shortwave Radio Gold,0800,1600,"D,E",,Germany,SaSu,West Europe,,,Germany,EiBi
6160000,,Shortwave Radio Gold,1600,1800,"D,E",,Germany,,West Europe,,,Germany,EiBi
6160000,,Shortwave Radio Gold,1700,2200,"D,E",,Germany,,West Europe,,,Germany,EiBi
6160000,,WBCQ The Planet,0000,0100,E,,USA,Sa,North Americas,,,USA,EiBi
6160000,AM,Shortwave Radio Services (Germany),00:00,24:00,Multiple languages,Winsen,Germany,1234567,,5,0,Germany,HFCC
6160000,AM,Allan H. Weiner,00:00,24:00,English,"Monticello, ME",United States,1234567,,50,245,United States,HFCC
6160000,AM,China Radio International,23:00,24:00,English,Kashi,China,1234567,,100,174,China,HFCC
6165000,,China National Radio 6,0000,0100,AM,,China,,Taiwan,,,China,EiBi
6165000,,China National Radio 6,0900,1100,HK,,China,,Taiwan,,,China,EiBi
6165000,,China National Radio 6,1100,1200,M,,China,,Taiwan,,,China,EiBi
6165000,,China National Radio 6,1200,1605,M,,China,,Taiwan,,,China,EiBi
6165000,,China National Radio 6,2155,2400,AM,,China,,Taiwan,,,China,EiBi
6165000,,China Radio Int.,1600,1700,TU,,China,,Middle East,,,China,EiBi
6165000,,China Radio Int.,1700,1800,E,,China,,Middle East,,,China,EiBi
6165000,,NHK Radio Japan,0430,0450,R,,Germany relay,,East Europe,,,Japan,EiBi
6165000,,Voice of Turkey,0300,0400,E,,Turkey,,Middle East,,,Turkey,EiBi
6165000,AM,Turkish Radio-TV Corp,03:00,04:00,English,Emirler,Turkey,1234567,,250,150,Turkey,HFCC
6165000,AM,Nippon Hoso Kyokai,04:30,04:50,Russian,Nauen,Germany,1234567,,125,85,Germany,HFCC
6165000,AM,China National Radio,09:00,16:05,Chinese,Beijing,China,1234567,,100,163,China,HFCC
6165000,AM,Japan International Communications,13:00,15:00,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6165000,AM,Japan International Communications,15:00,15:05,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6165000,AM,Japan International Communications,15:55,16:00,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6165000,AM,Japan International Communications,16:00,17:00,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6165000,AM,China Radio International,16:00,17:00,Turkish,Urumqi,China,1234567,,500,270,China,HFCC
6165000,AM,China Radio International,17:00,18:00,English,Beijing,China,1234567,,500,288,China,HFCC
6165000,AM,Japan International Communications,19:50,20:50,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6165000,AM,China National Radio,21:55,01:00,Chinese,Beijing,China,1234567,,100,163,China,HFCC
6170000,,Scandinavian Weekend R.,0000,1800,FI,,Finland,1.Sa,Europe,,,Finland,EiBi
6170000,,Scandinavian Weekend R.,0000,1900,FI,,Finland,1.Sa,Europe,,,Finland,EiBi
6170000,,Scandinavian Weekend R.,1800,2100,FI,,Finland,1.Sa,Europe,,,Finland,EiBi
6170000,,Scandinavian Weekend R.,2100,2400,FI,,Finland,1.Fr,Europe,,,Finland,EiBi
6170000,,Scandinavian Weekend R.,2200,2400,FI,,Finland,1.Fr,Europe,,,Finland,EiBi
6170000,,Shiokaze,1950,2050,J,,Japan,,North Korea,,,Japan,EiBi
6170000,,Voice of Korea,1000,1100,E,,North Korea,,Latin America,,,North Korea,EiBi
6170000,,Voice of Korea,1100,1200,F,,North Korea,,Latin America,,,North Korea,EiBi
6170000,,Voice of Korea KCBS,1200,1250,K,,North Korea,,Latin America,,,North Korea,EiBi
6170000,,Voice of Korea,1300,1400,K,,North Korea,,Europe,,,North Korea,EiBi
6170000,,Voice of Korea,1400,1600,R,,North Korea,,Europe,,,North Korea,EiBi
6170000,,Voice of Korea,1600,1700,D,,North Korea,,Europe,,,North Korea,EiBi
6170000,,Voice of Korea,1700,1800,R,,North Korea,,Europe,,,North Korea,EiBi
6170000,,Voice of Korea,1800,1900,D,,North Korea,,Europe,,,North Korea,EiBi
6170000,,Voice of Korea,1900,2000,D,,North Korea,,Europe,,,North Korea,EiBi
6170000,,Voice of Korea KCBS,2000,2050,K,,North Korea,,Europe,,,North Korea,EiBi
6170000,AM,Radio New Zealand,13:00,16:45,English,Rangitaiki,New Zealand,1234567,,50,35,New Zealand,HFCC
6170000,AM,Radio New Zealand,13:00,16:45,English,Rangitaiki,New Zealand,1234567,,50,325,New Zealand,HFCC
6170000,AM,Radio Horizon,16:00,24:00,Dutch,Ankum,Netherlands,1234567,,5,0,Netherlands,HFCC
6170000,AM,Radio Delta International,16:00,24:00,Dutch,Elburg,Netherlands,1234567,,5,0,Netherlands,HFCC
6170000,AM,Korean Broadcasting System,21:00,22:00,Korean,Kimjae,Korea (Rep. of),1234567,,250,285,Korea (Rep. of),HFCC
6170000,AM,Korean Broadcasting System,22:00,01:00,Korean,Kimjae,Korea (Rep. of),1234567,,250,285,Korea (Rep. of),HFCC
6175000,,China Radio Int.,1600,1700,E,,China,,South East Asia,,,China,EiBi
6175000,,China Radio Int.,1700,1800,E,,China,,South East Asia,,,China,EiBi
6175000,,Trans World Radio,1420,1435,SGA,,Swaziland,Su,Mozambique,,,Swaziland,EiBi
6175000,,Trans World Radio,1435,1450,P,,Swaziland,Su,Mozambique,,,Swaziland,EiBi
6175000,AM,Radio Russia,13:00,17:00,Russian,Armavir,Russia,1234567,,100,188,Russia,HFCC
6175000,AM,Trans World Radio,14:20,14:50,Tsonga,Manzini,Swaziland,1,,50,3,Swaziland,HFCC
6175000,AM,China Radio International,16:00,17:00,English,Nanning,China,1234567,,100,200,China,HFCC
6175000,AM,China Radio International,17:00,18:00,English,Nanning,China,1234567,,100,200,China,HFCC
6175000,AM,Japan International Communications,19:50,20:50,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6180000,,Rádio Nacional Amazônia,0150,0155,E,,Brasil,Tu-Sa,Brasil,,,Brasil,EiBi
6180000,,Rádio Nacional Amazônia,0155,0200,S,,Brasil,Tu-Sa,Brasil,,,Brasil,EiBi
6180000,,Rádio Nacional Amazônia,0625,0207,P,,Brasil,,Brasil,,,Brasil,EiBi
6180000,,Rádio Nacional Amazônia,0750,0755,E,,Brasil,Mo-Fr,Brasil,,,Brasil,EiBi
6180000,,Rádio Nacional Amazônia,0755,0800,S,,Brasil,Mo-Fr,Brasil,,,Brasil,EiBi
6180000,,Rádio Nacional Amazônia,1020,1025,E,,Brasil,Mo-Fr,Brasil,,,Brasil,EiBi
6180000,,Rádio Nacional Amazônia,1025,1030,S,,Brasil,Mo-Fr,Brasil,,,Brasil,EiBi
6180000,,China National Radio 17,1200,1500,KZ,,China,,China,,,China,EiBi
6180000,,China National Radio 17,1220,1232,"E,R",,China,SaSu,China,,,China,EiBi
6180000,,China Radio Int.,0000,0100,E,,China,,South Asia,,,China,EiBi
6180000,,China Radio Int.,0100,0200,E,,China,,South Asia,,,China,EiBi
6180000,,China Radio Int.,0200,0300,R,,China,,Central Asia,,,China,EiBi
6180000,,China Radio Int.,0300,0400,R,,China,,Central Asia,,,China,EiBi
6180000,,China Radio Int.,0400,0500,R,,China,,Central Asia,,,China,EiBi
6180000,,China Radio Int.,2300,2400,E,,China,,South Asia,,,China,EiBi
6180000,,CNR1 Jammer/Firedrake,1000,1600,M,,China,,Far East,,,China,EiBi
6180000,,DWD Pinneberg,0600,0630,D,,Germany,,Europe,,,Germany,EiBi
6180000,,DWD Pinneberg,1200,1230,D,,Germany,,Europe,,,Germany,EiBi
6180000,,DWD Pinneberg,1600,1630,D,,Germany,,Europe,,,Germany,EiBi
6180000,,DWD Pinneberg,2000,2030,D,,Germany,,Europe,,,Germany,EiBi
6180000,,Radio Taiwan Int.,1000,1100,M,,Taiwan,,China,,,Taiwan,EiBi
6180000,,Radio Taiwan Int.,1100,1200,M,,Taiwan,,China,,,Taiwan,EiBi
6180000,,Radio Taiwan Int.,1200,1300,M,,Taiwan,,China,,,Taiwan,EiBi
6180000,,Radio Taiwan Int.,1300,1400,M,,Taiwan,,China,,,Taiwan,EiBi
6180000,,Radio Taiwan Int.,1400,1500,M,,Taiwan,,China,,,Taiwan,EiBi
6180000,,Radio Taiwan Int.,1500,1600,M,,Taiwan,,China,,,Taiwan,EiBi
6180000,,Global Talk America,0500,0530,HA,,Ascension Island relay,Mo-Sa,West Africa,,,USA,EiBi
6180000,AM,China Radio International,00:00,01:00,English,Kashi,China,1234567,,100,173,China,HFCC
6180000,AM,China Radio International,01:00,02:00,English,Kashi,China,1234567,,100,173,China,HFCC
6180000,AM,China Radio International,02:00,03:00,Russian,Kashi,China,1234567,,100,0,China,HFCC
6180000,AM,China Radio International,03:00,04:00,Russian,Kashi,China,1234567,,100,0,China,HFCC
6180000,AM,China Radio International,04:00,05:00,Russian,Kashi,China,1234567,,100,0,China,HFCC
6180000,AM,Encompass Digital Media Services,05:00,05:29,Hausa,Ascension,United Kingdom,234567,,125,65,United Kingdom,HFCC
6180000,AM,Deutscher Wetterdienst,06:00,06:30,German,Pinneberg,Germany,1234567,,10,0,Germany,HFCC
6180000,AM,China National Radio,10:00,16:00,Chinese,Fuzhou,China,1234567,,150,358,China,HFCC
6180000,AM,Deutscher Wetterdienst,12:00,12:30,German,Pinneberg,Germany,1234567,,10,0,Germany,HFCC
6180000,AM,Deutscher Wetterdienst,16:00,16:30,German,Pinneberg,Germany,1234567,,10,0,Germany,HFCC
6180000,AM,Abu Dhabi Media Company,17:00,17:30,Somali,Dhabayya,United Arab Emirates,1234567,,250,215,United Arab Emirates,HFCC
6180000,AM,Abu Dhabi Media Company,17:30,18:00,Somali,Dhabayya,United Arab Emirates,1234567,,250,215,United Arab Emirates,HFCC
6180000,AM,Deutscher Wetterdienst,20:00,20:30,German,Pinneberg,Germany,1234567,,10,0,Germany,HFCC
6180000,AM,China Radio International,23:00,24:00,English,Kashi,China,1234567,,100,173,China,HFCC
6185000,,Bible Voice,1800,1830,R,,Uzbekistan relay,Su,East Europe,,,Canada,EiBi
6185000,,Bible Voice,1830,1900,UD,,Uzbekistan relay,Su,East Europe,,,Canada,EiBi
6185000,,China Huayi BC,0943,1200,M,,China,,Taiwan,,,China,EiBi
6185000,,Shiokaze,1950,2050,J,,Japan,,North Korea,,,Japan,EiBi
6185000,,Voice of Korea,1000,1100,E,,North Korea,,South East Asia,,,North Korea,EiBi
6185000,,Voice of Korea,1100,1200,F,,North Korea,,South East Asia,,,North Korea,EiBi
6185000,,Voice of Korea KCBS,1200,1250,K,,North Korea,,South East Asia,,,North Korea,EiBi
6185000,,Voice of Korea,1300,1400,M,,North Korea,,South East Asia,,,North Korea,EiBi
6185000,,Voice of Korea KCBS,1400,1450,K,,North Korea,,South East Asia,,,North Korea,EiBi
6185000,,Radio Educación,2200,1200,S,,Mexico,,Central Americas,,,Mexico,EiBi
6185000,AM,Japan International Communications,10:00,12:00,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6185000,AM,Media Broadcast GmbH,18:00,18:30,Multiple languages,Nauen,Germany,1234567,,100,73,Germany,HFCC
6190000,,CNR 2 China Business R.,2055,2400,M,,China,,China,,,China,EiBi
6190000,,PBS Xinjiang,1200,1800,MO,,China,,China,,,China,EiBi
6190000,,PBS Xinjiang,2300,0330,MO,,China,,China,,,China,EiBi
6190000,,PBS Xinjiang,2315,0330,MO,,China,,China,,,China,EiBi
6190000,AM,China National Radio,00:00,03:30,Mongolian,Urumqi,China,1234567,,50,0,China,HFCC
6190000,AM,China National Radio,12:30,18:00,Mongolian,Urumqi,China,1234567,,50,0,China,HFCC
6190000,AM,Nippon Hoso Kyokai,14:00,15:00,Japanese,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6190000,AM,China National Radio,20:55,24:00,Chinese,Geermu,China,1234567,,100,0,China,HFCC
6195000,,Radio SE-TA2 DIGITAL,0900,1400,D,,Germany,irr,Europe,,,Germany,EiBi
6195000,,BBC,0030,0100,DR,,Oman relay,,Afghanistan,,,United Kingdom,EiBi
6195000,,BBC,0100,0130,PS,,Oman relay,,Afghanistan,,,United Kingdom,EiBi
6195000,,BBC,0130,0200,DR,,Oman relay,,Afghanistan,,,United Kingdom,EiBi
6195000,AM,BBC Worldservice,00:30,01:00,Dari,A'Seela,Oman,1234567,,250,35,Oman,HFCC
6195000,AM,BBC Worldservice,01:00,01:30,Pushto,A'Seela,Oman,1234567,,250,35,Oman,HFCC
6195000,AM,BBC Worldservice,01:30,02:00,Dari,A'Seela,Oman,1234567,,250,35,Oman,HFCC
6195000,AM,SE-TA 2 (Germany),09:00,14:00,German,Waldheim,Germany,1234567,,2,0,Germany,HFCC
6200000,,"Radio Âncora, Bahia",0000,2400,P,,Brasil,irr,Brasil,,,Brasil,EiBi
6200000,,Xizang RTV,0200,0700,TB,,China,,China,,,China,EiBi
6200000,,Xizang RTV,0700,0800,E,,China,We-Mo,China,,,China,EiBi
6200000,,Xizang RTV,0800,1000,TB,,China,We-Mo,China,,,China,EiBi
6200000,,Xizang RTV,1000,1600,TB,,China,,China,,,China,EiBi
6200000,,Xizang RTV,1600,1700,E,,China,,China,,,China,EiBi
6200000,,Xizang RTV,1700,1805,TB,,China,,China,,,China,EiBi
6200000,,Xizang RTV,2050,0200,TB,,China,,China,,,China,EiBi
6200000,,Voice of Jinling,1241,1241,C,,China,,Taiwan,,,China,EiBi
6200000,,Voice of Jinling,1242,1505,C,,China,,Taiwan,,,China,EiBi
6200000,AM,China National Radio,13:00,15:00,Chinese,Nanjing,China,1234567,,100,159,China,HFCC
6200000,AM,China National Radio,20:50,18:05,Tibetan,Lhasa,China,1234567,,100,85,China,HFCC
6215000,,VFF Iqaluit Radio,0000,2400,E,,Canada,,North Americas,,,Canada,EiBi
6218600,,VFF Iqaluit Radio,0000,2400,E,,Canada,,North Americas,,,Canada,EiBi
6218600,,VFF Iqaluit Radio,0000,2400,E,,Canada,,North Americas,,,Canada,EiBi
6218600,,VFF Iqaluit Radio,0115,0200,E,,Canada,,North Americas,,,Canada,EiBi
6218600,,VFF Iqaluit Radio,0235,0300,E,,Canada,,North Americas,,,Canada,EiBi
6218600,,VFF Iqaluit Radio,1315,1400,E,,Canada,,North Americas,,,Canada,EiBi
6218600,,VFF Iqaluit Radio,1435,1500,E,,Canada,,North Americas,,,Canada,EiBi
6218600,,VFF Iqaluit Radio,1705,1745,E,,Canada,,North Americas,,,Canada,EiBi
6224000,,ZLM Taupo Maritime R.,0003,0040,E,,New Zealand,,Oceania,,,New Zealand,EiBi
6224000,,ZLM Taupo Maritime R.,0133,0210,E,,New Zealand,,Oceania,,,New Zealand,EiBi
6224000,,ZLM Taupo Maritime R.,0303,0340,E,,New Zealand,,Oceania,,,New Zealand,EiBi
6224000,,ZLM Taupo Maritime R.,0533,0610,E,,New Zealand,,Oceania,,,New Zealand,EiBi
6224000,,ZLM Taupo Maritime R.,0803,0840,E,,New Zealand,,Oceania,,,New Zealand,EiBi
6224000,,ZLM Taupo Maritime R.,0903,0940,E,,New Zealand,,Oceania,,,New Zealand,EiBi
6224000,,ZLM Taupo Maritime R.,1333,1418,E,,New Zealand,,Oceania,,,New Zealand,EiBi
6224000,,ZLM Taupo Maritime R.,1503,1540,E,,New Zealand,,Oceania,,,New Zealand,EiBi
6224000,,ZLM Taupo Maritime R.,1733,1810,E,,New Zealand,,Oceania,,,New Zealand,EiBi
6224000,,ZLM Taupo Maritime R.,2003,2040,E,,New Zealand,,Oceania,,,New Zealand,EiBi
6224000,,ZLM Taupo Maritime R.,2103,2145,E,,New Zealand,,Oceania,,,New Zealand,EiBi
6224000,,ZLM Taupo Maritime R.,2303,2340,E,,New Zealand,,Oceania,,,New Zealand,EiBi
6230000,,VMW Wiluna WA,1000,2300,E,,Australia,,Australia,,,Australia,EiBi
6230000,,CNR1 Jammer/Firedrake,0000,2400,M,,China,,China,,,China,EiBi
6230000,,Sound of Hope,0000,0100,M,,Taiwan,,Far East,,,Taiwan,EiBi
6230000,,Sound of Hope,0100,0200,M,,Taiwan,,Far East,,,Taiwan,EiBi
6230000,,Sound of Hope,0200,1200,M,,Taiwan,,Far East,,,Taiwan,EiBi
6230000,,Sound of Hope,1200,1300,M,,Taiwan,,Far East,,,Taiwan,EiBi
6230000,,Sound of Hope,1300,1400,M,,Taiwan,,Far East,,,Taiwan,EiBi
6230000,,Sound of Hope,1400,1500,M,,Taiwan,,Far East,,,Taiwan,EiBi
6230000,,Sound of Hope,1500,1600,CA,,Taiwan,,Far East,,,Taiwan,EiBi
6230000,,Sound of Hope,1600,1700,M,,Taiwan,,Far East,,,Taiwan,EiBi
6230000,,Sound of Hope,1700,2000,M,,Taiwan,,Far East,,,Taiwan,EiBi
6230000,,Sound of Hope,2000,2100,M,,Taiwan,,Far East,,,Taiwan,EiBi
6230000,,Sound of Hope,2100,2130,M,,Taiwan,,Far East,,,Taiwan,EiBi
6230000,,Sound of Hope,2130,2200,M,,Taiwan,,Far East,,,Taiwan,EiBi
6230000,,Sound of Hope,2200,2300,M,,Taiwan,,Far East,,,Taiwan,EiBi
6230000,,Sound of Hope,2300,2400,M,,Taiwan,,Far East,,,Taiwan,EiBi
6252000,,S11a Polish Spy Numbers,0915,0925,R,,Poland,"Mo,Fr",,,,Poland,EiBi
6265000,,Rádio Tury,0000,2400,P,,Brasil,irr,Brasil,,,Brasil,EiBi
6268000,,VFF Iqaluit Radio,0000,2400,Teletype,,Canada,,North Americas,,,Canada,EiBi
6275000,,Various pirates,0000,2400,E,,Unidentified relay,irr,Europe,,,Unidentified,EiBi
6280000,,CNR1 Jammer/Firedrake,0000,2400,M,,China,,China,,,China,EiBi
6280000,,Sound of Hope,0000,0100,M,,Taiwan,,Far East,,,Taiwan,EiBi
6280000,,Sound of Hope,0100,0200,M,,Taiwan,,Far East,,,Taiwan,EiBi
6280000,,Sound of Hope,0200,1200,M,,Taiwan,,Far East,,,Taiwan,EiBi
6280000,,Sound of Hope,1200,1300,M,,Taiwan,,Far East,,,Taiwan,EiBi
6280000,,Sound of Hope,1300,1400,M,,Taiwan,,Far East,,,Taiwan,EiBi
6280000,,Sound of Hope,1400,1500,M,,Taiwan,,Far East,,,Taiwan,EiBi
6280000,,Sound of Hope,1500,1600,M,,Taiwan,,Far East,,,Taiwan,EiBi
6280000,,Sound of Hope,1600,1700,M,,Taiwan,,Far East,,,Taiwan,EiBi
6280000,,Sound of Hope,1700,2000,M,,Taiwan,,Far East,,,Taiwan,EiBi
6280000,,Sound of Hope,2000,2100,M,,Taiwan,,Far East,,,Taiwan,EiBi
6280000,,Sound of Hope,2100,2130,M,,Taiwan,,Far East,,,Taiwan,EiBi
