Frequency,Mode,Station,On,Off,Language,Site,TX Country,Days,Target,Power,Azimuth,Origin,Source,Stn,Call sign,Additional info,Remarks,Position of site,Active,Year
11688000,USB,US Navy Isabela,0000,2400,DATA:TELEX,"Isabela,PR",Puerto Rico,1234567,eCA,5,0,Puerto Rico,ILGRadio,NAU,NAU,STANAG 4481 75Bd/850,,"067 04 01W,18 27 46N",C,2109
11688000,USB,Russian Navy Baltic Fleet,0600,1900,DATA:DATA,Kaliningrad-Yantarny,Russia,1234567,nEU,5,0,Russian Federation,ILGRadio,RusNA,RMP,MPSK-12 AT-3004D 120,,"019 56 29E,54 51 34N",C,2103
11689500,USB,US Navy Isabela,0000,2400,DATA:TELEX,"Isabela,PR",Puerto Rico,1234567,eCA,5,0,Puerto Rico,ILGRadio,NAU,NAU,STANAG 4481 50Bd/850,,"067 04 01W,18 27 46N",C,2212
11690000,AM,CGTN Radio (China Radio Int.),1200,1300,English,Xian-Xianyang,China,1234567,eEU,500,292,China,ILGRadio,CRI,,,,"108 36 37E,34 22 33N",C,2212
11690000,AM,Scandinavian Weekend Radio,0000,0600,Finnish,Virrat-Liedenpohja,Finland,......7,nEU,0.1,240,Finland,ILGRadio,SWR,,,1.Saturday/mont,"023 39 15E,62 22 44N",C,
11690000,AM,Scandinavian Weekend Radio,0600,1200,Finnish,Virrat-Liedenpohja,Finland,......7,nEU,0.1,240,Finland,ILGRadio,SWR,,,1.Saturday/mont,"023 39 15E,62 22 44N",C,
11690000,AM,Scandinavian Weekend Radio,1200,1600,Finnish,Virrat-Liedenpohja,Finland,......7,nEU,0.1,240,Finland,ILGRadio,SWR,,,1.Saturday/mont,"023 39 15E,62 22 44N",C,2211
11690000,AM,Scandinavian Weekend Radio,2100,2200,Finnish,Virrat-Liedenpohja,Finland,......7,nEU,0.1,240,Finland,ILGRadio,SWR,,,1.Saturday/mont,"023 39 15E,62 22 44N",C,
11690000,AM,Scandinavian Weekend Radio,2200,2400,Finnish,Virrat-Liedenpohja,Finland,.....6.,nEU,0.1,240,Finland,ILGRadio,SWR,,,1.Friday/month,"023 39 15E,62 22 44N",C,
11690000,AM,KSDA Adventist World Radio,1000,1100,Mandarin,Agat,Guam,1234567,cAS,100,315,Guam,ILGRadio,KSDA,KSDA,,,"144 39 12E,13 20 36N",C,2211
11690000,AM,KSDA Adventist World Radio,1100,1200,Mandarin,Agat,Guam,1234567,cAS,100,315,Guam,ILGRadio,KSDA,KSDA,,,"144 39 12E,13 20 36N",C,2211
11690000,AM,R.Mahibere Kidusan,1800,1830,Tigrinya,Talata-Volondry,Madagascar,1234567,eAF,250,340,Madagascar,ILGRadio,MAHIB,,,,"047 36 55E,18 45 08S",C,2211
11690000,DRM,R.New Zealand Pacific,1756,1950,English,Rangitaiki,New Zealand,123456.,cPA,35,35,New Zealand,ILGRadio,RNZP,,,,"176 25 47E,38 50 34S",C,
11693000,USB,Russian Navy Pacific Fleet,2100,1100,DATA:DATA,Vladivostok,Russia,1234567,neAS/nPA,5,0,Russian Federation,ILGRadio,RusNA,RJS,MPSK-12 AT-3004D 120,,"132 04 11E,43 11 26N",C,2007
11693000,USB,Russian Navy Pacific Fleet,2100,1600,DATA:TELEX,Vladivostok,Russia,1234567,neAS/nPA,3,0,Russian Federation,ILGRadio,RusNA,RJS,T-600/50Bd/250,,"132 04 11E,43 11 26N",C,1804
11693500,USB,US Army Corps of Engineers,0000,2400,DATA:DATA,"Pittsburgh,PA",USA,1234567,eNA,0.2,0,USA,ILGRadio,USACE,LRP1,ALE MIL-STD 188-141A,INFO DATA,"079 59 39W,40 26 37N",X,1608
11693500,USB,US Army Corps of Engineers,0000,2400,DATA:DATA  VOICE,"St.Paul,MN",USA,1234567,cNA,0.2,0,USA,ILGRadio,USACE,WUG6,ALE MIL-STD 188-141A,INFO DATA,"093 05 17W,44 56 52N",X,2101
11693500,USB,US Army Corps of Engineers,0000,2400,DATA:DATA,various sites,USA,1234567,NA,0.2,0,USA,ILGRadio,USACE,"**** (3x...4x characters: C***,L***,W***)",ALE MIL-STD 188-141A,,"100 00 00W,43 00 00N",C,2101
11695000,AM,R.Farda,1330,1430,Farsi,Lampertheim,Germany,1234567,nME,100,92,Germany,ILGRadio,FARDA,,,,"008 32 18E,49 36 15N",C,2211
11695000,AM,R.Farda,1430,1530,Farsi,Lampertheim,Germany,1234567,nME,100,92,Germany,ILGRadio,FARDA,,,,"008 32 18E,49 36 15N",C,2211
11695000,AM,R.Farda,1530,1630,Farsi,Lampertheim,Germany,1234567,nME,100,92,Germany,ILGRadio,FARDA,,,,"008 32 18E,49 36 15N",C,2211
11695000,DRM,CNR Beijing 1,0100,0900,Mandarin,Dongfang,China,1234567,(CHNe  ),30,41,China,ILGRadio,CNR 1,,,,"108 40 50E,18 52 20N",C,2201
11700000,AM,China Radio International,0300,0357,Hindi,Kashi,China,1234567,sAS,100,173,China,ILGRadio,CRI,,,,"075 45 16E,39 21 28N",C,2211
11700000,AM,China Radio International,1030,1127,Indonesian,Kunming-Anning,China,1234567,seAS,500,177,China,ILGRadio,CRI,,,,"102 29 44E,24 52 54N",C,2212
11700000,AM,China Radio International,1230,1327,Malaysian,Kunming-Anning,China,1234567,seAS,100,175,China,ILGRadio,CRI,,,,"102 29 44E,24 52 54N",C,2212
11700000,AM,R.France Internationale,0500,0600,French,Issoudun,France,1234567,wAF/cAF,250,160,France,ILGRadio,RFI,,,,"001 54 09E,46 57 02N",C,2211
11700000,AM,R.France Internationale,0600,0700,French,Issoudun,France,1234567,eAF/cAF,250,165,France,ILGRadio,RFI,,,,"001 54 09E,46 57 02N",C,2211
11700000,AM,R.France Internationale,0700,0800,French,Issoudun,France,1234567,wAF/cAF,250,180,France,ILGRadio,RFI,,,,"001 54 09E,46 57 02N",C,2211
11703000,USB,Russian Navy Baltic Fleet,0700,2100,DATA:DATA,Kaliningrad-Yantarny,Russia,1234567,nEU,5,0,Russian Federation,ILGRadio,RusNA,RAA,MPSK-12 AT-3004D 120,,"019 56 29E,54 51 34N",C,2211
11705000,AM,R.Maezer Semay,1730,1800,Tigrinya,Talata-Volondry,Madagascar,1234567,eAF,250,340,Madagascar,ILGRadio,MAEZE,,,,"047 36 55E,18 45 08S",C,2211
11705000,DRM,R.Romania International,0400,0456,English,Galbeni,Romania,1234567,sAS,90,100,Romania,ILGRadio,ROMAN,,,,"026 51 17E,46 45 06N",C,2211
11710000,AM,CNR Beijing 1,0900,1805,Mandarin,Beijing-Matou,China,1234567,(CHNnw ),100,285,China,ILGRadio,CNR 1,,,,"116 48 38E,39 44 51N",C,2212
11710000,AM,CNR Beijing 1,2025,0130,Mandarin,Beijing-Matou,China,1234567,(CHNnw ),100,285,China,ILGRadio,CNR 1,,,,"116 48 38E,39 44 51N",C,2211
11710000,AM,China Radio International,0600,0700,Mandarin,Nanning,China,1234567,seAS,100,200,China,ILGRadio,CRI,,,,"108 11 30E,22 47 32N",C,
11710000,AM,China Radio International,0700,0800,Mandarin,Nanning,China,1234567,seAS,100,200,China,ILGRadio,CRI,,,,"108 11 30E,22 47 32N",C,2212
11710000,AM,China Radio International,0300,0400,Russian,Urumqui,China,1234567,eEUs/cAS,500,270,China,ILGRadio,CRI,,,,"086 53 49E,44 08 53N",C,2212
11710000,AM,Voice of Korea,1300,1357,English,Kuyang,Korea-North,1234567,NA,200,28,North Korea,ILGRadio,VKORE,,,,"126 06 38E,40 04 52N",C,2212
11710000,AM,Voice of Korea,1400,1457,French,Kuyang,Korea-North,1234567,NA,200,28,North Korea,ILGRadio,VKORE,,,,"126 06 38E,40 04 52N",C,2201
11710000,AM,Voice of Korea,1500,1557,English,Kuyang,Korea-North,1234567,NA,200,28,North Korea,ILGRadio,VKORE,,,,"126 06 38E,40 04 52N",C,2211
11710000,AM,Voice of Korea,1600,1657,French,Kuyang,Korea-North,1234567,NA,200,28,North Korea,ILGRadio,VKORE,,,,"126 06 38E,40 04 52N",C,2201
11710000,AM,Voice of Korea - KCBS,1700,1750,Korean,Kuyang,Korea-North,1234567,NA,200,28,North Korea,ILGRadio,VKORE,,,,"126 06 38E,40 04 52N",C,2201
11710000,AM,Voice of Turkiye,0800,0855,Azeri,Emirler,Turkiye,1234567,eEUse,250,72,Turkey,ILGRadio,VTURK,,,,"032 51 20E,39 24 08N",C,2211
11711000,USB,Peoples Liber.Army Air Defence,0400,0600,DATA:DATA  VOICE,Beijing and others,China,1234567,cAS,0.2,0,China,ILGRadio,PLAAD,"181,377,...",ALE MIL-STD 188-141A,,"116 36 00E,40 04 00N",C,2008
11711000,USB,Peoples Liber.Army Air Defence,0400,0600,DATA:DATA  VOICE,Beijing and others,China,1234567,cAS,0.2,0,China,ILGRadio,PLAAD,377,ALE MIL-STD 188-141A,INFO DATA,"116 36 00E,40 04 00N",X,2008
11715000,AM,Chinese Jammer,0100,0200,Mandarin,Dongfang,China,1234567,(CHNe  ),250,15,China,ILGRadio,Jamme,,,JAMMING SOH,"108 40 50E,18 52 20N",C,2211
11715000,AM,Chinese Jammer,0200,0300,Mandarin,Dongfang,China,1234567,(CHNe  ),250,15,China,ILGRadio,Jamme,,,JAMMING SOH,"108 40 50E,18 52 20N",C,2211
11715000,AM,Chinese Jammer,0300,0400,Mandarin,Dongfang,China,1234567,(CHNe  ),250,15,China,ILGRadio,Jamme,,,JAMMING SOH,"108 40 50E,18 52 20N",C,2204
11715000,AM,Chinese Jammer,0500,0600,Mandarin,Dongfang,China,1234567,(CHNe  ),250,15,China,ILGRadio,Jamme,,,JAMMING SOH,"108 40 50E,18 52 20N",C,2201
11715000,AM,Chinese Jammer,0600,0700,Mandarin,Dongfang,China,1234567,(CHNe  ),250,15,China,ILGRadio,Jamme,,,JAMMING SOH,"108 40 50E,18 52 20N",C,2201
11715000,AM,Chinese Jammer,1000,1100,Mandarin,Dongfang,China,1234567,(CHNe  ),250,15,China,ILGRadio,Jamme,,,JAMMING SOH,"108 40 50E,18 52 20N",C,2211
11715000,AM,Chinese Jammer,1100,1200,Mandarin,Dongfang,China,1234567,(CHNe  ),250,15,China,ILGRadio,Jamme,,,JAMMING SOH,"108 40 50E,18 52 20N",C,2211
11715000,AM,Chinese Jammer,0000,0100,Mandarin,Kashi II,China,1234567,(CHN   ),250,95,China,ILGRadio,Jamme,,,JAMMING SOH,"075 42 55E,39 21 51N",C,2208
11715000,AM,Chinese Jammer,0700,0800,Mandarin,Kashi II,China,1234567,(CHN   ),250,95,China,ILGRadio,Jamme,,,JAMMING SOH,"075 42 55E,39 21 51N",C,2208
11715000,AM,Chinese Jammer,0800,0900,Mandarin,Kashi II,China,1234567,(CHN   ),250,95,China,ILGRadio,Jamme,,,JAMMING SOH,"075 42 55E,39 21 51N",C,2211
11715000,AM,Chinese Jammer,0900,1000,Mandarin,Kashi II,China,1234567,(CHN   ),250,95,China,ILGRadio,Jamme,,,JAMMING SOH,"075 42 55E,39 21 51N",C,2211
11715000,AM,Chinese Jammer,1200,1300,Mandarin,Kashi II,China,1234567,(CHN   ),250,95,China,ILGRadio,Jamme,,,JAMMING SOH,"075 42 55E,39 21 51N",C,2212
11715000,AM,Chinese Jammer,1300,1400,Mandarin,Kashi II,China,1234567,(CHN   ),250,95,China,ILGRadio,Jamme,,,JAMMING SOH,"075 42 55E,39 21 51N",C,2211
11715000,AM,Chinese Jammer,1400,1500,Mandarin,Kashi II,China,1234567,(CHN   ),250,95,China,ILGRadio,Jamme,,,JAMMING SOH,"075 42 55E,39 21 51N",C,2211
11715000,AM,Chinese Jammer,1600,1700,Mandarin,Kashi II,China,1234567,(CHN   ),250,95,China,ILGRadio,Jamme,,,JAMMING SOH,"075 42 55E,39 21 51N",C,2211
11715000,AM,Chinese Jammer,1700,1800,Mandarin,Kashi II,China,1234567,(CHN   ),250,95,China,ILGRadio,Jamme,,,JAMMING SOH,"075 42 55E,39 21 51N",C,2211
11715000,AM,Chinese Jammer,2200,2300,Mandarin,Kashi II,China,1234567,(CHN   ),250,95,China,ILGRadio,Jamme,,,JAMMING SOH,"075 42 55E,39 21 51N",C,2208
11715000,AM,Chinese Jammer,2300,2400,Mandarin,Kashi II,China,1234567,(CHN   ),250,95,China,ILGRadio,Jamme,,,JAMMING SOH,"075 42 55E,39 21 51N",C,2211
11715000,AM,Sound of Hope Radio Network,0000,0100,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,0100,0200,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,0200,0300,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,0300,0400,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2206
11715000,AM,Sound of Hope Radio Network,0400,0500,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2204
11715000,AM,Sound of Hope Radio Network,0500,0600,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2201
11715000,AM,Sound of Hope Radio Network,0600,0700,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2201
11715000,AM,Sound of Hope Radio Network,0700,0800,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,0800,0900,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,0900,1000,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,1000,1100,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,1100,1200,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,1200,1300,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2212
11715000,AM,Sound of Hope Radio Network,1300,1400,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,1400,1500,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,1500,1600,Cantonese,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,1600,1700,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
