Frequency,M,Station,On,Off,Language,Site,TX Country,Days,Target,Power,Azimuth,Origin,Source
9400000,AM,R.Taiwan Int.,0900,1000,Amoy,Baozhong/Paochung (Yunlin prov),,smtwtfs,FE,,,,EiBi
9400000,AM,R.Taiwan Intl,0900,1000,Amoy,Paochung,,smtwtfs,,,,,Aoki
9400000,AM,Far East BC Co,1000,1400,Multiple,Iba,,smtwtfs,42-44,,,,HFCC
9400000,AM,FEBC Radio Liangyou,1000,1030,Hui,Iba,,smtwtfs,,,,,Aoki
9400000,AM,FEBC Radio Liangyou,1000,1030,Hui,Iba,,smtwtfs,FE,,,,EiBi
9400000,AM,FEBC Radio Liangyou,1030,1100,Cantonese,Iba,,smtwtfs,,,,,Aoki
9400000,AM,FEBC Radio Liangyou,1030,1100,Cantonese,Iba,,smtwtfs,FE,,,,EiBi
9400000,AM,FEBC Radio Liangyou 1,1100,1400,Chinese,Iba,,smtwtfs,,,,,Aoki
9400000,AM,FEBC Radio Liangyou 1,1100,1400,Mandarin,Iba,,smtwtfs,FE,,,,EiBi
9400000,AM,0,1500,1600,English/Spanish,Kostinbrod(Sofia),,s......,,,,,Aoki
9400000,AM,Overcomer Min,1700,2000,English,Kostinbrod(Sofia),,smtwtfs,,,,,Aoki
9400000,AM,Bible Voice,1800,1830,Farsi,Sofia,,....tf.,IRN,,,,EiBi
9400000,AM,Bible Voice BCN,1800,1830,Persian,Kostinbrod(Sofia),,....tf.,,,,,Aoki
9400000,AM,BIBLE VOICE BCN Radio Dardasha7,1945,2000,Arabic,Kostinbrod(Sofia),,smtwtfs,,,,,Aoki
9400000,AM,Bible Voice Dardasha-7,1945,2000,Arabic,Sofia,,smtwtfs,NAf,,,,EiBi
9405000,AM,R.TAIWAN INT.,1600,1700,English,Tamsui District,Taiwan,1234567,,250,225,RTI b25,Aoki
9405000,AM,FEBC Radio Liangyou 3,2230,0030,Chinese,Bocaue,Philippines,1234567,,100,345,FEBC b25,Aoki
9405000,,FEBC Radio Liangyou 3,2230,0030,M,,Philippines relay,,Far East,,,Hong Kong,EiBi
9405000,,Radio Taiwan Int.,1600,1700,E,,Taiwan,,South Asia,,,Taiwan,EiBi
9405000,AM,Radio Russia,15:00,18:00,Russian,Irkutsk,Russia,1234567,,250,180,Russia,HFCC
9405000,AM,Far East Broadcasting Company,22:30,00:30,Mandarin Chinese,Bocaue,Philippines,1234567,,100,345,Philippines,HFCC
9405000,AM,R.Taiwan Int.,1600,1700,English,Danshui/Tanshui/Tamsui (Taipei prov),,smtwtfs,SAs,,,,EiBi
9405000,AM,R.Taiwan Intl,1600,1700,English,Tamsui District,,smtwtfs,,,,,Aoki
9405000,AM,Far East BC Co,2230,0030,Mandarin,Bocaue,,smtwtfs,42-44,,,,HFCC
9405000,AM,FEBC Radio Liangyou 3,2230,0030,Chinese,Bocaue,,smtwtfs,,,,,Aoki
9405000,AM,FEBC Radio Liangyou 3,2230,0030,Mandarin,Bocaue,,smtwtfs,FE,,,,EiBi
9410000,AM,Follow The Bible Ministries,2000,2028,Arabic,Woofferton,United Kingdom,1,,250,170,FBM ENC b25,Aoki
9410000,AM,BBC,0300,0330,Pashto,Al Seela,Oman,1234567,,250,35,BBC b25,Aoki
9410000,AM,BBC,0330,0430,Persian,Al Seela,Oman,1234567,,250,345,BBC b25 Mar.7,Aoki
9410000,AM,BBC,0500,0700,English,Ascension,Ascension Island,1234567,,125,27,BBC b25,Aoki
9410000,AM,Fu Hsing BS,0600,1100,Chinese,Kuanyin,Taiwan,23456,,10,ND,FHBS a25 Jul.1,Aoki
9410000,AM,CNR 5,1000,1705,Chinese,Beijing 491,China,1234567,,100,163,CNR5 b25,Aoki
9410000,AM,R.MARTI,1100,1500,Spanish,Greenville B,USA,1234567,,250,205,OCB/AGM b25,Aoki
9410000,AM,VOICE OF TURKEY,1400,1456,Russian,Emirler,Turkey,1234567,,250,20,TRT b25,Aoki
9410000,AM,CHINA RADIO INTERNATIONAL,1700,1757,Croatian,Kashi-Saibagh 2022,TKS,1234567,,500,294,CRI b25,Aoki
9410000,AM,R.CAIRO,1900,2000,German,Abis,Egypt,1234567,,125,325,ERU b25,Aoki
9410000,AM,CHINA RADIO INTERNATIONAL,2200,2257,Portuguese,Kashi-Saibagh 2022,TKS,1234567,,500,294,CRI b25,Aoki
9410000,,China Radio Int.,1700,1800,HR,,China,,South Europe,,,China,EiBi
9410000,,China Radio Int.,2200,2300,P,,China,,South Americas,,,China,EiBi
9410000,,CNR5 Cross-Strait Radio,1000,1705,M,,China,,Taiwan,,,China,EiBi
9410000,,Radio Cairo,1900,2000,D,,Egypt,,West Europe,,,Egypt,EiBi
9410000,,BBC,0200,0230,PS,,Oman relay,,Afghanistan,,,United Kingdom,EiBi
9410000,,BBC,0230,0300,DR,,Oman relay,,Afghanistan,,,United Kingdom,EiBi
9410000,,BBC,0500,0700,E,,Ascension Island relay,,West Africa,,,United Kingdom,EiBi
9410000,,Fu Hsing Bc.Sta.,0600,1100,M,,Taiwan,Mo-Fr,Far East,,,Taiwan,EiBi
9410000,,Follow the Bible Min.,2000,2030,A,,Ascension Island relay,Su,Middle East,,,USA,EiBi
9410000,,Radio Marti,1100,1500,S,,USA,,Cuba,,,USA,EiBi
9410000,AM,Abu Dhabi Media Company,01:00,01:30,Hindi,Dhabayya,United Arab Emirates,1234567,,250,70,United Arab Emirates,HFCC
9410000,AM,BBC Worldservice,02:00,02:30,Pushto,A'Seela,Oman,1234567,,250,35,Oman,HFCC
9410000,AM,Abu Dhabi Media Company,02:00,02:30,Urdu,Dhabayya,United Arab Emirates,1234567,,250,60,United Arab Emirates,HFCC
9410000,AM,BBC Worldservice,02:30,03:00,Dari,A'Seela,Oman,1234567,,250,35,Oman,HFCC
9410000,AM,Abu Dhabi Media Company,03:00,05:00,Arabic,Dhabayya,United Arab Emirates,1234567,,250,255,United Arab Emirates,HFCC
9410000,AM,BBC Worldservice,05:00,07:00,English,Ascension,United Kingdom,1234567,,125,27,United Kingdom,HFCC
9410000,AM,United States Agency for Global Media (USAGM),11:00,15:00,Spanish,"Greenville, NC (Site B)",United States,1234567,,250,205,United States,HFCC
9410000,AM,Radio Russia,16:00,18:00,Russian,Novosibirsk,Russia,1234567,,250,145,Russia,HFCC
9410000,AM,China Radio International,17:00,18:00,Croatian,Kashi,China,1234567,,500,294,China,HFCC
9410000,AM,Abu Dhabi Media Company,18:00,19:00,English,Dhabayya,United Arab Emirates,1234567,,250,220,United Arab Emirates,HFCC
9410000,AM,Egypt Radio & TV Union,19:00,20:00,German,Abis,Egypt,1234567,,125,325,Egypt,HFCC
9410000,AM,Encompass Digital Media Services,20:00,20:30,Arabic,Ascension,United Kingdom,1,,250,27,United Kingdom,HFCC
9410000,AM,China Radio International,22:00,23:00,Portuguese,Kashi,China,1234567,,500,294,China,HFCC
9410000,AM,Abu Dhabi Media Co,0100,0130,Hindi,Dhabayya,,smtwtfs,"41N,42SW",,,,HFCC
9410000,AM,Abu Dhabi Media Co,0200,0230,Urdu,Dhabayya,,smtwtfs,41NW,,,,HFCC
9410000,AM,Abu Dhabi Media Co,0300,0500,Arabic,Dhabayya,,smtwtfs,"47E,48NW",,,,HFCC
9410000,AM,BBC,0300,0330,Pashto,Al Seela,,smtwtfs,,,,,Aoki
9410000,AM,BBC,0300,0330,Pashto,Al Seela,,smtwtfs,AFG,,,,EiBi
9410000,AM,BBC,0300,0330,Pashto,Al Seela,,smtwtfs,"40E,41NW",,,,HFCC
9410000,AM,BBC,0500,0700,English,Ascension,,smtwtfs,,,,,Aoki
9410000,AM,BBC,0500,0700,English,Ascension,,smtwtfs,WAf,,,,EiBi
9410000,AM,BBC,0500,0700,English,Ascension,,smtwtfs,46,,,,HFCC
9410000,AM,Fu Hsing BS,0600,1100,Chinese,Kuanyin,,.mtwtf.,,,,,Aoki
9410000,AM,Fu Hsing Bc.Sta.,0700,0900,Mandarin,Kuanyin (Han Sheng),,smtwtfs,FE,,,,EiBi
9410000,AM,CNR,1000,1705,Chinese,Beijing,,smtwtfs,44S,,,,HFCC
9410000,AM,CNR 5,1000,1705,Chinese,Beijing 491,,smtwtfs,,,,,Aoki
9410000,AM,CNR5 Cross-Strait Radio,1000,1705,Mandarin,Beijing-Matoucun 572,,smtwtfs,TWN,,,,EiBi
9410000,AM,Fu Hsing Bc.Sta.,1000,1300,Mandarin,Kuanyin (Han Sheng),,smtwtfs,FE,,,,EiBi
9410000,AM,US AGM,1100,1500,Spanish,Greenville NC,,smtwtfs,11,,,,HFCC
9410000,AM,V.Turkey,1400,1456,Russian,Emirler,,smtwtfs,,,,,Aoki
9410000,AM,V.Turkey,1400,1500,Russian,Emirler,,smtwtfs,EEu,,,,EiBi
9410000,AM,V.Turkey,1400,1500,Russian,Emirler,,smtwtfs,"19,20,29,30N",,,,HFCC
9410000,AM,China Radio Intl,1700,1757,Croatian,Kashi-Saibagh 2022,,smtwtfs,,,,,Aoki
9410000,AM,China Radio Intl,1700,1800,Croatian,Kashi (Kashgar),,smtwtfs,Eu,,,,EiBi
9410000,AM,CRI,1700,1800,Croatian,Kashi,,smtwtfs,28S,,,,HFCC
9410000,AM,Abu Dhabi Media Co,1800,1900,English,Dhabayya,,smtwtfs,"48SW,53NW",,,,HFCC
9410000,AM,R.Cairo,1900,2000,German,Abis,,smtwtfs,,,,,Aoki
9410000,AM,R.Cairo,1900,2000,German,Abis,,smtwtfs,WEu,,,,EiBi
9410000,AM,R.Cairo,1900,2000,German,Abis,,smtwtfs,"27,28W",,,,HFCC
9410000,AM,Follow The Bible Ministries,2000,2028,Arabic,Woofferton,,s......,,,,,Aoki
9410000,AM,R.Cairo,2000,2115,French,Abis,,smtwtfs,,,,,Aoki
9410000,AM,R.Cairo,2000,2115,French,Abis,,smtwtfs,WEu,,,,EiBi
9410000,AM,R.Cairo,2000,2115,French,Abis,,smtwtfs,"27,28W",,,,HFCC
9410000,AM,China Radio Intl,2200,2257,Portuguese,Kashi-Saibagh 2022,,smtwtfs,,,,,Aoki
9410000,AM,China Radio Intl,2200,2300,Portuguese,Kashi (Kashgar),,smtwtfs,SAm,,,,EiBi
9410000,AM,CRI,2200,2300,Portuguese,Kashi,,smtwtfs,"13S,15W",,,,HFCC
9412000,,E06 Russian Spy Numbers,1330,1340,E,,Russian Federation,Sa,Russian Federation,,,Russian Federation,EiBi
9415000,AM,CHINA RADIO INTERNATIONAL,0800,0957,English,Xianyang 594,China,1234567,,500,73,CRI b25,Aoki
9415000,AM,CHINA RADIO INTERNATIONAL,2300,2357,Vietnamese,Beijing 572,China,1234567,,500,193,CRI b25,Aoki
9415000,AM,China Radio Intl,0800,0900,English,"Xian-Xianyang ""594""",,smtwtfs,FE,,,,EiBi
9415000,AM,China Radio Intl,0800,0957,English,Xianyang 594,,smtwtfs,,,,,Aoki
9415000,AM,CRI,0800,0900,English,Xian,,smtwtfs,"44NE,45N",,,,HFCC
9415000,AM,China Radio Intl,0900,1000,English,"Xian-Xianyang ""594""",,smtwtfs,FE,,,,EiBi
9415000,AM,CRI,0900,1000,English,Xian,,smtwtfs,"44NE,45N",,,,HFCC
9415000,AM,China Radio Intl,2300,2357,Vietnamese,Beijing 572,,smtwtfs,,,,,Aoki
9415000,AM,China Radio Intl,2300,2400,Vietnamese,Beijing-Matoucun 572,,smtwtfs,SEA,,,,EiBi
9415000,AM,CRI,2300,2400,Vietnamese,Beijing,,smtwtfs,49E,,,,HFCC
9420000,AM,R.ROMANIA INT.,0530,0557,Russian,SNR Tiganesti E2,Romania,1234567,,90,37,RRO b25,Aoki
9420000,AM,CNR 13,1058,1500,Uyghur,Lingshi 725,China,1234567,,100,286,CNR13 b25,Aoki
9420000,AM,CNR 13,1500,1600,Chinese,Lingshi 725,China,1234567,,100,286,CNR13 b25,Aoki
9420000,AM,CNR 13,1600,1805,Uyghur,Lingshi 725,China,1234567,,100,298,CNR13=15390 b25,Aoki
9420000,,China National Radio 6,0000,0100,AM,,China,,Taiwan,,,China,EiBi
9420000,,China National Radio 6,0900,1100,HK,,China,,Taiwan,,,China,EiBi
9420000,,China National Radio 6,1100,1200,M,,China,,Taiwan,,,China,EiBi
9420000,,China National Radio 6,1200,1605,M,,China,,Taiwan,,,China,EiBi
9420000,,China National Radio 6,2155,2400,AM,,China,,Taiwan,,,China,EiBi
9420000,,China National Radio 13,1100,1400,UI,,China,,China,,,China,EiBi
9420000,,China National Radio 13,1400,1500,UI,,China,,China,,,China,EiBi
9420000,,China National Radio 13,1500,1600,M,,China,,China,,,China,EiBi
9420000,,China National Radio 13,1600,1805,UI,,China,,China,,,China,EiBi
9420000,AM,China National Radio,09:00,16:05,Chinese,Beijing,China,1234567,,100,163,China,HFCC
9420000,AM,China National Radio,11:00,18:05,Uighur,Lingshi,China,1234567,,100,298,China,HFCC
9420000,AM,Radio Russia,16:00,21:00,Russian,Sanct-Peterburg,Russia,1234567,,200,217,Russia,HFCC
9420000,AM,China National Radio,21:55,01:00,Chinese,Beijing,China,1234567,,100,163,China,HFCC
9420000,AM,Radio Russia,22:00,06:00,Russian,Moskva,Russia,1234567,,500,267,Russia,HFCC
9420000,AM,R.Romania Int.,0530,0600,Russian,Tiganesti,,smtwtfs,EEu,,,,EiBi
9420000,AM,R.Romania Intl,0530,0557,Russian,Tiganesti,,smtwtfs,,,,,Aoki
9420000,AM,R.Romania Intl,0530,0600,Russian,Tiganesti,,smtwtfs,29,,,,HFCC
9420000,AM,CNR 13,1058,1500,Uyghur,Lingshi 725,,smtwtfs,,,,,Aoki
9420000,AM,CNR,1100,1805,Uighur,Lingshi,,smtwtfs,"42N,43NW",,,,HFCC
9420000,AM,CNR 13,1100,1400,Uyghur,Lingshi (Shanxi),,smtwtfs,CHN,,,,EiBi
9420000,AM,V.Russia,1100,1500,Russian,Petro.Kam.,,smtwtfs,"43,44",,,,HFCC
9420000,AM,CNR 13,1400,1500,Uyghur,Lingshi (Shanxi),,smtwtfs,CHN,,,,EiBi
9420000,AM,CNR 13,1500,1600,Chinese,Lingshi 725,,smtwtfs,,,,,Aoki
9420000,AM,CNR 13,1500,1600,Mandarin,Lingshi (Shanxi),,smtwtfs,CHN,,,,EiBi
9420000,AM,CNR 13,1600,1805,Uyghur,Lingshi 725,,smtwtfs,,,,,Aoki
9420000,AM,CNR 13,1600,1805,Uyghur,Lingshi (Shanxi),,smtwtfs,CHN,,,,EiBi
9425000,AM,Voice of Korea (KCBS),2000,2050,Korean,Kujang,North Korea,1234567,,200,326,VOK b25,Aoki
9425000,AM,Voice of Korea,1400,1457,Russian,Kujang,North Korea,1234567,,200,326,VOK b25,Aoki
9425000,AM,Voice of Korea,1500,1557,Russian,Kujang,North Korea,1234567,,200,326,VOK b25,Aoki
9425000,AM,Voice of Korea,1600,1657,German,Kujang,North Korea,1234567,,200,326,VOK b25,Aoki
9425000,AM,Voice of Korea,1700,1757,Russian,Kujang,North Korea,1234567,,200,326,VOK b25,Aoki
9425000,AM,Voice of Korea,1800,1857,German,Kujang,North Korea,1234567,,200,326,VOK b25,Aoki
9425000,AM,Voice of Korea,1900,1957,German,Kujang,North Korea,1234567,,200,326,VOK b25,Aoki
9425000,,Voice of Korea,1300,1400,K,,North Korea,,Europe,,,North Korea,EiBi
9425000,,Voice of Korea,1400,1600,R,,North Korea,,Europe,,,North Korea,EiBi
9425000,,Voice of Korea,1600,1700,D,,North Korea,,Europe,,,North Korea,EiBi
9425000,,Voice of Korea,1700,1800,R,,North Korea,,Europe,,,North Korea,EiBi
9425000,,Voice of Korea,1800,1900,D,,North Korea,,Europe,,,North Korea,EiBi
9425000,,Voice of Korea,1900,2000,D,,North Korea,,Europe,,,North Korea,EiBi
9425000,,Voice of Korea KCBS,2000,2050,K,,North Korea,,Europe,,,North Korea,EiBi
9425000,AM,V.Korea,1400,1457,Russian,Kujang,,smtwtfs,,,,,Aoki
9425000,AM,V.Korea,1400,1600,Russian,Kujang,,smtwtfs,Eu,,,,EiBi
9425000,AM,V.Korea,1500,1557,Russian,Kujang,,smtwtfs,,,,,Aoki
9425000,AM,V.Korea,1600,1657,German,Kujang,,smtwtfs,,,,,Aoki
9425000,AM,V.Korea,1600,1700,German,Kujang,,smtwtfs,Eu,,,,EiBi
9425000,AM,V.Korea,1700,1757,Russian,Kujang,,smtwtfs,,,,,Aoki
9425000,AM,V.Korea,1700,1800,Russian,Kujang,,smtwtfs,Eu,,,,EiBi
9425000,AM,V.Korea,1800,1857,German,Kujang,,smtwtfs,,,,,Aoki
9425000,AM,V.Korea,1800,1900,German,Kujang,,smtwtfs,Eu,,,,EiBi
9425000,AM,V.Korea,1900,1957,German,Kujang,,smtwtfs,,,,,Aoki
9425000,AM,V.Korea,1900,2000,German,Kujang,,smtwtfs,Eu,,,,EiBi
9425000,AM,V.Korea (KCBS),2000,2050,Korean,Kujang,,smtwtfs,,,,,Aoki
9425000,AM,V.Korea KCBS,2000,2050,Korean,Kujang,,smtwtfs,Eu,,,,EiBi
9430000,AM,Mizzima Media,0030,0100,Burmese,Al-Dhabbiya,United Arab Emirates,1234567,,250,85,RDR a25 Apr.1-,Aoki
9430000,AM,Democratic Voice of Burma,0100,0130,Burmese,Al-Dhabbiya,United Arab Emirates,1234567,,250,85,DVB a25 Apr.25-,Aoki
9430000,AM,"HFCC, Intl. Radio for Disaster Relief project",00:00,24:00,Undetermined,S. Maria di Galeria,Vatican,1234567,,100,0,Vatican,HFCC
9430000,AM,Intl Radio for Disaster Relief,0000,2400,Undetermined,SM Galeria,,smtwtfs,unknown,,,,HFCC
9430000,AM,Mizzima Media,0030,0100,Burmese,Dhabayya,,smtwtfs,,,,,Aoki
9430000,AM,Democratic Voice of Burma,0100,0130,Burmese,Dhabayya,,smtwtfs,,,,,Aoki
9435000,AM,Voice of Korea (KCBS),1200,1250,Korean,Kujang,North Korea,1234567,,200,28,VOK b25,Aoki
9435000,AM,Voice of Korea (KCBS),1700,1750,Korean,Kujang,North Korea,1234567,,200,28,VOK b25,Aoki
9435000,AM,Voice of Korea,1000,1057,English,Kujang,North Korea,1234567,,200,28,VOK b25,Aoki
9435000,AM,Voice of Korea,1100,1157,French,Kujang,North Korea,1234567,,200,28,VOK b25,Aoki
9435000,AM,Voice of Korea,1300,1357,English,Kujang,North Korea,1234567,,200,28,VOK b25,Aoki
9435000,AM,Voice of Korea,1400,1457,French,Kujang,North Korea,1234567,,200,28,VOK b25,Aoki
9435000,AM,Voice of Korea,1500,1557,English,Kujang,North Korea,1234567,,200,28,VOK b25,Aoki
9435000,AM,Voice of Korea,1600,1657,French,Kujang,North Korea,1234567,,200,28,VOK b25,Aoki
9435000,,Voice of Korea,1000,1100,E,,North Korea,,Latin America,,,North Korea,EiBi
9435000,,Voice of Korea,1100,1200,F,,North Korea,,Latin America,,,North Korea,EiBi
9435000,,Voice of Korea KCBS,1200,1250,K,,North Korea,,Latin America,,,North Korea,EiBi
9435000,,Voice of Korea,1300,1400,E,,North Korea,,North Americas,,,North Korea,EiBi
9435000,,Voice of Korea,1400,1500,F,,North Korea,,North Americas,,,North Korea,EiBi
9435000,,Voice of Korea,1500,1600,E,,North Korea,,North Americas,,,North Korea,EiBi
9435000,,Voice of Korea,1600,1700,F,,North Korea,,North Americas,,,North Korea,EiBi
9435000,,Voice of Korea KCBS,1700,1750,K,,North Korea,,North Americas,,,North Korea,EiBi
9435000,AM,V.Korea,1000,1057,English,Kujang,,smtwtfs,,,,,Aoki
9435000,AM,V.Korea,1000,1100,English,Kujang,,smtwtfs,LAm,,,,EiBi
9435000,AM,V.Korea,1100,1157,French,Kujang,,smtwtfs,,,,,Aoki
9435000,AM,V.Korea,1100,1200,French,Kujang,,smtwtfs,LAm,,,,EiBi
9435000,AM,V.Korea (KCBS),1200,1250,Korean,Kujang,,smtwtfs,,,,,Aoki
9435000,AM,V.Korea KCBS,1200,1250,Korean,Kujang,,smtwtfs,LAm,,,,EiBi
9435000,AM,V.Korea,1300,1357,English,Kujang,,smtwtfs,,,,,Aoki
9435000,AM,V.Korea,1300,1400,English,Kujang,,smtwtfs,NAm,,,,EiBi
9435000,AM,V.Korea,1400,1457,French,Kujang,,smtwtfs,,,,,Aoki
9435000,AM,V.Korea,1400,1500,French,Kujang,,smtwtfs,NAm,,,,EiBi
9435000,AM,V.Korea,1500,1557,English,Kujang,,smtwtfs,,,,,Aoki
9435000,AM,V.Korea,1500,1600,English,Kujang,,smtwtfs,NAm,,,,EiBi
9435000,AM,V.Korea,1600,1657,French,Kujang,,smtwtfs,,,,,Aoki
9435000,AM,V.Korea,1600,1700,French,Kujang,,smtwtfs,NAm,,,,EiBi
9435000,AM,V.Korea (KCBS),1700,1750,Korean,Kujang,,smtwtfs,,,,,Aoki
9435000,AM,V.Korea KCBS,1700,1750,Korean,Kujang,,smtwtfs,NAm,,,,EiBi
9440000,AM,R.ROMANIA INT.,0700,0727,German,Tiganesti,Romania,1234567,,300,307,RRO b25,Aoki
9440000,AM,NHK WORLD RADIO JAPAN,0500,0520,French,Issoudun,France,1234567,,250,152,NHK b25,Aoki
9440000,AM,NHK WORLD RADIO JAPAN,1600,1620,Urdu,Ibaragi-Koga-Yamata,Japan,1234567,,300,290,NHK b25,Aoki
9440000,AM,NHK WORLD RADIO JAPAN,1700,1900,Japanese,Ibaragi-Koga-Yamata,Japan,1234567,,300,270,NHK b25,Aoki
9440000,AM,CNR 1 Voice of China,1000,1805,Chinese,Lingshi 725,China,1234567,,100,286,CNR1 b25,Aoki
9440000,AM,CHINA RADIO INTERNATIONAL,0100,0157,Russian,Xianyang 594,China,1234567,,500,292,CRI b25,Aoki
9440000,AM,CHINA RADIO INTERNATIONAL,0858,0957,Chinese,Xianyang 594,China,1234567,,500,73,CRI b25,Aoki
9440000,AM,CHINA RADIO INTERNATIONAL,1000,1057,Japanese,Xianyang 594,China,1234567,,500,73,CRI b25,Aoki
9440000,AM,CHINA RADIO INTERNATIONAL,1100,1200,Chaozhou,Kunming-Anning 501,China,1234567,,150,163,CRI b25,Aoki
9440000,AM,CHINA RADIO INTERNATIONAL,1200,1257,Khmer,Kunming-Anning 501,China,1234567,,150,163,CRI b25,Aoki
9440000,AM,CHINA RADIO INTERNATIONAL,1300,1357,Esperanto,Nanning 954,China,1234567,,100,200,CRI b25,Aoki
9440000,AM,CHINA RADIO INTERNATIONAL,1900,1957,English,Kunming-Anning 501,China,1234567,,500,283,CRI b25=9865,Aoki
9440000,AM,CHINA RADIO INTERNATIONAL,2000,2100,English,Kunming-Anning 501,China,1234567,,500,300,CRI b25,Aoki
9440000,AM,CHINA RADIO INTERNATIONAL,2300,2357,Cantonese,Kunming-Anning 501,China,1234567,,150,163,CRI b25,Aoki
9440000,AM,BIBLE VOICE BCN Radio Dardasha7,0600,0615,Arabic,Nauen,Germany,1234567,,125,180,BVBN b25 MBR,Aoki
9440000,AM,BBC,0629,0700,Hausa,Ascension,Ascension Island,1234567,,250,65,BBC b25,Aoki
9440000,,China Radio Int.,1100,1200,AM,,China,,South East Asia,,,China,EiBi
9440000,,China Radio Int.,1200,1300,KH,,China,,South East Asia,,,China,EiBi
9440000,,China Radio Int.,1300,1400,EO,,China,,South East Asia,,,China,EiBi
9440000,,China Radio Int.,1900,2000,E,,China,,Middle East,,,China,EiBi
9440000,,China Radio Int.,2000,2100,E,,China,,Middle East,,,China,EiBi
9440000,,BBC,0600,0630,F,,Ascension Island relay,,Central Africa,,,United Kingdom,EiBi
9440000,,BBC,0630,0700,HA,,Ascension Island relay,,West Africa,,,United Kingdom,EiBi
9440000,,NHK Radio Japan,0100,0300,J,,Germany relay,,Middle East,,,Japan,EiBi
9440000,,NHK Radio Japan,1600,1620,UR,,Japan,,Pakistan,,,Japan,EiBi
9440000,AM,Nippon Hoso Kyokai,01:00,03:00,Japanese,Nauen,Germany,1234567,,125,117,Germany,HFCC
9440000,AM,BBC Worldservice,06:00,06:29,French,Ascension,United Kingdom,1234567,,125,65,United Kingdom,HFCC
9440000,AM,BBC Worldservice,06:29,07:00,Hausa,Ascension,United Kingdom,1234567,,125,65,United Kingdom,HFCC
9440000,AM,China Radio International,11:00,12:00,Min Nan Chinese,Kunming,China,1234567,,150,163,China,HFCC
9440000,AM,China Radio International,12:00,13:00,Central Khmer,Kunming,China,1234567,,150,163,China,HFCC
9440000,AM,China Radio International,13:00,14:00,Esperanto,Nanning,China,1234567,,100,200,China,HFCC
9440000,AM,Nippon Hoso Kyokai,16:00,16:20,Urdu,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
9440000,AM,China Radio International,19:00,20:00,English,Kunming,China,1234567,,500,283,China,HFCC
9440000,AM,China Radio International,20:00,21:00,English,Kunming,China,1234567,,500,300,China,HFCC
9440000,AM,China Radio Intl,0100,0157,Russian,Xianyang 594,,smtwtfs,,,,,Aoki
9440000,AM,China Radio Intl,0100,0200,Russian,"Xian-Xianyang ""594""",,smtwtfs,CAs,,,,EiBi
9440000,AM,CRI,0100,0200,Russian,Xian,,smtwtfs,"29S,30S",,,,HFCC
9440000,AM,NHK R. Japan,0500,0520,French,F-i,,smtwtfs,CAf,,,,EiBi
9440000,AM,R.Japan,0500,0520,French,Issoudun,,smtwtfs,,,,,Aoki
9440000,AM,R.Japan,0500,0520,French,Issoudun,,smtwtfs,"46-48,52,53",,,,HFCC
9440000,AM,Bible Voice,0600,0615,Arabic,Nauen,,smtwtfs,NAf,,,,EiBi
9440000,AM,BIBLE VOICE BCN Radio Dardasha7,0600,0615,Arabic,Nauen,,smtwtfs,,,,,Aoki
9440000,AM,Media Broadcast,0600,0615,Multiple,Nauen,,smtwtfs,"46N,47NW,38W,37S",,,,HFCC
9440000,AM,BBC,0629,0700,Hausa,Ascension,,smtwtfs,,,,,Aoki
9440000,AM,BBC,0629,0700,Hausa,Ascension,,smtwtfs,WAf,,,,EiBi
9440000,AM,BBC,0629,0700,Hausa,Ascension,,smtwtfs,46SE,,,,HFCC
9440000,AM,R.Romania Int.,0700,0730,German,Tiganesti,,smtwtfs,WEu,,,,EiBi
9440000,AM,R.Romania Intl,0700,0727,German,Tiganesti,,smtwtfs,,,,,Aoki
9440000,AM,R.Romania Intl,0700,0730,German,Tiganesti,,smtwtfs,28NW,,,,HFCC
9440000,AM,China Radio Intl,0858,0957,Chinese,Xianyang 594,,smtwtfs,,,,,Aoki
9440000,AM,China Radio Intl,0900,1000,Mandarin,"Xian-Xianyang ""594""",,smtwtfs,FE,,,,EiBi
9440000,AM,CRI,0900,1000,Chinese,Xian,,smtwtfs,"44NE,45N",,,,HFCC
9440000,AM,China Radio Intl,1000,1057,Japanese,Xianyang 594,,smtwtfs,,,,,Aoki
9440000,AM,China Radio Intl,1000,1100,Japanese,"Xian-Xianyang ""594""",,smtwtfs,FE,,,,EiBi
9440000,AM,CNR,1000,1805,Mandarin,Lingshi (Shanxi),,smtwtfs,CHN,,,,EiBi
9440000,AM,CNR,1000,1805,Chinese,Lingshi,,smtwtfs,"42N,43NW",,,,HFCC
9440000,AM,CNR 1 Voice of China,1000,1805,Chinese,Lingshi 725,,smtwtfs,,,,,Aoki
9440000,AM,CRI,1000,1100,Japanese,Xian,,smtwtfs,"44NE,45N",,,,HFCC
9440000,AM,China Radio Intl,1100,1200,Chaozhou,Kunming-Anning 501,,smtwtfs,,,,,Aoki
9440000,AM,China Radio Intl,1100,1200,Chaozhou,Kunming-Anning (Yunnan),,smtwtfs,SEA,,,,EiBi
9440000,AM,CRI,1100,1200,Min Nan Chinese,Kunming,,smtwtfs,"49E,54",,,,HFCC
9440000,AM,China Radio Intl,1200,1257,Khmer,Kunming-Anning 501,,smtwtfs,,,,,Aoki
9440000,AM,China Radio Intl,1200,1300,Khmer,Kunming-Anning (Yunnan),,smtwtfs,SEA,,,,EiBi
