Frequency,M,Station,On,Off,Language,Site,TX Country,Days,Target,Power,Azimuth,Origin,Source
6010000,,China National Radio 11,2155,2300,M,,China,,China,,,China,EiBi
6010000,,China National Radio 11,2300,2400,TB,,China,,China,,,China,EiBi
6010000,,La Voz de tu Conciencia,2200,1000,S,,Colombia,,Colombia,,,Colombia,EiBi
6010000,,Radio Zamaneh,1930,2030,FS,,Bulgaria relay,,Iran,,,The Netherlands,EiBi
6010000,AM,China National Radio,13:00,16:05,Tibetan,Baoji,China,1234567,,100,255,China,HFCC
6010000,AM,For new organization,17:00,22:00,French,Sofia,Bulgaria,1234567,,250,110,Bulgaria,HFCC
6010000,AM,China National Radio,21:55,24:00,Tibetan,Baoji,China,1234567,,100,255,China,HFCC
6010000,AM,R.Inconfidencia,0900,0600,Portuguese,Belo Horizonte MG,,smtwtfs,,,,,Aoki
6010000,AM,CNR,1000,1605,Tibetan,Baoji,,smtwtfs,"42SE,43SW",,,,HFCC
6010000,AM,CNR 11,1000,1400,Tibetan,Baoji-Sifangshan 724,,smtwtfs,,,,,Aoki
6010000,AM,CNR 11,1000,1605,Tibetan,Baoji-Sifangshan 724 (Shaanxi),,smtwtfs,CHN,,,,EiBi
6010000,AM,CNR 11,1400,1500,Tibetan(Amdo dialect),Baoji-Sifangshan 724,,smtwtfs,,,,,Aoki
6010000,AM,CNR 11,1500,1600,Tibetan(Khams),Baoji-Sifangshan 724,,smtwtfs,,,,,Aoki
6010000,AM,China Radio Intl,1600,1657,Vietnamese,Beijing 572,,smtwtfs,,,,,Aoki
6010000,AM,China Radio Intl,1600,1700,Vietnamese,Beijing-Matoucun 572,,smtwtfs,SEA,,,,EiBi
6010000,AM,CNR 11,1600,1605,Tibetan,Baoji-Sifangshan 724,,smtwtfs,,,,,Aoki
6010000,AM,CRI,1600,1700,Vietnamese,Beijing,,smtwtfs,49E,,,,HFCC
6010000,AM,New organization,1700,2200,French,Sofia,,smtwtfs,"38,47,57,52",,,,HFCC
6010000,AM,R.Romania Int.,1700,1800,Romanian,Galbeni,,smtwtfs,ME,,,,EiBi
6010000,AM,R.Romania Intl,1700,1757,Romanian,Galbeni-Bacau,,.mtwtfs,,,,,Aoki
6010000,AM,R.Romania Intl,1700,1800,Romanian,Galbeni,,smtwtfs,39NW,,,,HFCC
6010000,AM,China Radio Intl,1800,1857,Chaozhou,Urumqi Hutubi 201,,smtwtfs,,,,,Aoki
6010000,AM,China Radio Intl,1800,1900,Amoy,Urumqi (Xinjiang),,smtwtfs,SEu,,,,EiBi
6010000,AM,CRI,1800,1900,Min Nan Chinese,Urumqi,,smtwtfs,27SE,,,,HFCC
6010000,AM,CNR,2155,2400,Tibetan,Baoji,,smtwtfs,"42SE,43SW",,,,HFCC
6010000,AM,CNR 11,2155,2200,Tibetan,Baoji-Sifangshan 724,,smtwtfs,,,,,Aoki
6010000,AM,CNR 11,2155,2300,Mandarin,Baoji-Sifangshan 724 (Shaanxi),,smtwtfs,CHN,,,,EiBi
6010000,AM,CNR 11,2200,2300,Chinese,Baoji-Sifangshan 724,,smtwtfs,,,,,Aoki
6010000,AM,La Voz de tu Conciencia,2200,1000,Spanish,Puerto Lleras,,Test,CLM,,,,EiBi
6010000,AM,XEOI Nucleo R. Mil,2200,0500,Spanish,Mexico City,,smtwtfs,,,,,Aoki
6010000,AM,CNR 11,2300,2357,Tibetan,Baoji-Sifangshan 724,,smtwtfs,,,,,Aoki
6010000,AM,CNR 11,2300,2400,Tibetan,Baoji-Sifangshan 724 (Shaanxi),,smtwtfs,CHN,,,,EiBi
6010100,,Rádio Inconfidência,0000,2400,P,,Brasil,,Brasil,,,Brasil,EiBi
6010100,AM,R.Inconfid�ncia,0000,2400,Portuguese,"Contagem, MG",,smtwtfs,B,,,,EiBi
6015000,AM,R.FRANCE INT. DRM 1000,0400,0500,French,Issoudun,France,1234567,,100,148,RFI TDF DRM b25,Aoki
6015000,AM,PBS Xinjiang (CNR17),1400,1430,Kazakh,Urumqi,TKS,1234567,,100,ND,XJBS b25,Aoki
6015000,AM,PBS Xinjiang,2345,0348,Kazakh,Urumqi,TKS,1234567,,100,ND,XJBS=9470 b25,Aoki
6015000,AM,PBS Xinjiang,1153,1400,Kazakh,Urumqi,TKS,1234567,,100,ND,XJBS b25,Aoki
6015000,AM,PBS Xinjiang,1430,1800,Kazakh,Urumqi,TKS,1234567,,100,ND,XJBS b25,Aoki
6015000,AM,North Korean Jamming,0250,0005,Noise jamming,Kujang,North Korea,1234567,,200,,\NKSuperJamming,Aoki
6015000,AM,KBS Hanminjok Bangsong 1,0350,0002,Korean,Hwaseong,South Korea,1234567,,100,ND,KBS a25,Aoki
6015000,,PBS Xinjiang,0330,0350,KZ,,China,,China,,,China,EiBi
6015000,,PBS Xinjiang,1155,1800,KZ,,China,,China,,,China,EiBi
6015000,,PBS Xinjiang,2300,0350,KZ,,China,,China,,,China,EiBi
6015000,,PBS Xinjiang,2315,0330,KZ,,China,,China,,,China,EiBi
6015000,,KBS Hanminjok,0350,1400,K,,South Korea,,Far East,,,South Korea,EiBi
6015000,,KBS Hanminjok,1400,2400,K,,South Korea,,Far East,,,South Korea,EiBi
6015000,,Noise Jammer,0350,2400,,,North Korea,,North Korea,,,North Korea,EiBi
6015000,,Brother Stair,1400,1600,E,,Germany relay,,Europe,,,USA,EiBi
6015000,AM,China National Radio,00:00,03:48,Kazakh,Urumqi,China,1234567,,100,0,China,HFCC
6015000,AM,Korean Broadcasting System,04:00,24:00,Korean,HwaSung,Korea (Rep. of),1234567,,100,0,Korea (Rep. of),HFCC
6015000,AM,China National Radio,11:53,18:00,Kazakh,Urumqi,China,1234567,,100,0,China,HFCC
6015000,AM,The Overcomer Ministry,14:00,16:00,English,Nauen,Germany,1234567,,125,115,Germany,HFCC
6015000,AM,CNR,0000,0348,Kazakh,Urumqi,,smtwtfs,42N,,,,HFCC
6015000,AM,N.Korean Jamming,0250,0005,Noise jamming,Kujang,,smtwtfs,,,,,Aoki
6015000,AM,KBS Hanminjok,0350,1400,Korean,Hwasung/Hwaseong,,smtwtfs,FE,,,,EiBi
6015000,AM,KBS Hanminjok Bangsong 1,0350,0002,Korean,Hwaseong,,smtwtfs,,,,,Aoki
6015000,AM,Noise jammer,0350,2400,?,KRE,,smtwtfs,KRE,,,,EiBi
6015000,AM,KBS World Radio,0400,2400,Korean,HwaSung,,smtwtfs,44N,,,,HFCC
6015000,DRM,TDF,0400,0500,French,Issoudun,,smtwtfs,"27SE,28SW,37NE",,,,HFCC
6015000,DRM,TDF,0400,0500,French,Issoudun,,smtwtfs,"28SE,38N,39NW",,,,HFCC
6015000,AM,TDF DIGITAL,0400,0500,French,F-i,,irr,SEu,,,,EiBi
6015000,DRM,TDF,0700,0800,French,Issoudun,,smtwtfs,"17,18SW,27N",,,,HFCC
6015000,AM,TDF DIGITAL,0700,0800,French,F-i,,irr,NEu,,,,EiBi
6015000,AM,CNR,1153,1800,Kazakh,Urumqi,,smtwtfs,42N,,,,HFCC
6015000,AM,PBS Xinjiang,1153,1400,Kazakh,Urumqi,,smtwtfs,,,,,Aoki
6015000,AM,PBS Xinjiang,1155,1800,Kazakh,Urumqi-Changji (Xinjiang),,smtwtfs,CHN,,,,EiBi
6015000,AM,?,1400,1600,English,Nauen,,smtwtfs,,,,,Aoki
6015000,AM,KBS Hanminjok,1400,2400,Korean,Hwasung/Hwaseong,,smtwtfs,FE,,,,EiBi
6015000,AM,Overcomer Min.,1400,1600,English,Nauen,,smtwtfs,"27,28,29,39",,,,HFCC
6015000,AM,PBS Xinjiang (CNR17),1400,1500,Kazakh,Urumqi,,smtwtfs,,,,,Aoki
6015000,AM,PBS Xinjiang,1500,1800,Kazakh,Urumqi,,smtwtfs,,,,,Aoki
6015000,AM,PBS Xinjiang,2300,0350,Kazakh,Urumqi-Changji (Xinjiang),,smtwtfs,CHN,,,,EiBi
6015000,AM,PBS Xinjiang,2307,0348,Kazakh,Urumqi,,smtwtfs,,,,,Aoki
6017000,,Organ.Radial El Prado,2230,0200,S,,Colombia,irr,Colombia,,,Colombia,EiBi
6017000,AM,Organ.Radial El Prado,2230,0200,Spanish,,,irr,CLM,,,,EiBi
6020000,AM,Radio Casanova,0500,0900,Spanish/Dutch,Winterswijk,The Netherlands,1....67,,1,ND,RAC b25,Aoki
6020000,AM,R.Gaucha,0900,0400,Portuguese,Porto Alegre,Brasil,1234567,,10,310,ZYE850,Aoki
6020000,AM,CHINA RADIO INTERNATIONAL,0100,0257,Urdu,Kashi-Saibagh 2022,TKS,1234567,,100,209,CRI b25,Aoki
6020000,AM,CHINA RADIO INTERNATIONAL,1857,1957,Albanian,Shijiazhuang 723,China,1234567,,500,315,CRI b25,Aoki
6020000,AM,CHINA RADIO INTERNATIONAL,2000,2100,Polish,Shijiazhuang 723,China,1234567,,500,315,CRI b25,Aoki
6020000,AM,CHINA RADIO INTERNATIONAL,2100,2257,Spanish,Shijiazhuang 723,China,1234567,,500,315,CRI b25,Aoki
6020000,,China Radio Int.,1900,2000,AL,,China,,South East Europe,,,China,EiBi
6020000,,China Radio Int.,2000,2100,PO,,China,,Europe,,,China,EiBi
6020000,,Radio Casanova,0500,1100,NL,,The Netherlands,SaSu,Europe,,,The Netherlands,EiBi
6020000,,Radio Casanova,0600,1100,NL,,The Netherlands,SaSu,Europe,,,The Netherlands,EiBi
6020000,AM,Korean Broadcasting System,00:00,24:00,Korean,HwaSung,Korea (Rep. of),1234567,,10,0,Korea (Rep. of),HFCC
6020000,AM,Radio Casanova International,06:00,13:00,Dutch,Winterswijk,Netherlands,1234567,,1,0,Netherlands,HFCC
6020000,AM,China Radio International,19:00,20:00,Albanian,Shijiazhuang,China,1234567,,500,315,China,HFCC
6020000,AM,China Radio International,20:00,21:00,Polish,Shijiazhuang,China,1234567,,500,315,China,HFCC
6020000,AM,KBS World Radio,0000,2400,Korean,HwaSung,,smtwtfs,44,,,,HFCC
6020000,AM,R.Victoria,0000,2400,Spanish,Lima,,smtwtfs,,,,,Aoki
6020000,AM,China Radio Intl,0100,0200,Urdu,Kashi (Kashgar),,smtwtfs,SAs,,,,EiBi
6020000,AM,China Radio Intl,0100,0257,Urdu,Kashi-Saibagh 2022,,smtwtfs,,,,,Aoki
6020000,AM,CRI,0100,0200,Urdu,Kashi,,smtwtfs,41NW,,,,HFCC
6020000,AM,China Radio Intl,0200,0300,Urdu,Kashi (Kashgar),,smtwtfs,SAs,,,,EiBi
6020000,AM,CRI,0200,0300,Urdu,Kashi,,smtwtfs,41NW,,,,HFCC
6020000,AM,R.Casanova,0500,0900,Dutch,Winterswijk,,s....fs,,,,,Aoki
6020000,AM,Radio Casanova,0500,1100,Dutch,Winterswijk,,s.....s,Eu,,,,EiBi
6020000,AM,R.Gaucha,0900,0400,Portuguese,Porto Alegre,,smtwtfs,,,,,Aoki
6020000,AM,Japan Intl Comm.,1600,1700,Multiple,Yamata,,smtwtfs,"43N,44",,,,HFCC
6020000,AM,Japan Intl Comm.,1700,1830,Multiple,Yamata,,smtwtfs,"43N,44",,,,HFCC
6020000,AM,China Radio Intl,1857,1957,Albanian,Shijiazhuang 723,,smtwtfs,,,,,Aoki
6020000,AM,China Radio Intl,1900,2000,Albanian,Shijiazhuang 723 (Hebei),,smtwtfs,SEE,,,,EiBi
6020000,AM,CRI,1900,2000,Albanian,Shijiazhuang,,smtwtfs,28SE,,,,HFCC
6020000,AM,China Radio Intl,2000,2100,Polish,Shijiazhuang 723,,smtwtfs,,,,,Aoki
6020000,AM,China Radio Intl,2000,2100,Polish,Shijiazhuang 723 (Hebei),,smtwtfs,Eu,,,,EiBi
6020000,AM,CRI,2000,2100,Polish,Shijiazhuang,,smtwtfs,28N,,,,HFCC
6020000,AM,China Radio Intl,2100,2257,Spanish,Shijiazhuang 723,,smtwtfs,,,,,Aoki
6020000,AM,China Radio Intl,2100,2300,Spanish,Shijiazhuang 723 (Hebei),,smtwtfs,SEu,,,,EiBi
6020000,AM,CRI,2100,2300,Spanish,Shijiazhuang,,smtwtfs,37NW,,,,HFCC
6025000,AM,PBS Xizang (CNR11),2300,2400,Tibetan,Lhasa-Baiding 602,TIB,1234567,,100,268,CTB b25,Aoki
6025000,AM,PBS Xizang,0000,0700,Tibetan,Lhasa-Baiding 602,TIB,1234567,,100,268,CTB b25,Aoki
6025000,AM,PBS Xizang,0700,0800,English,Lhasa-Baiding 602,TIB,12.4567,,100,268,CTB b25,Aoki
6025000,AM,PBS Xizang,0800,1000,Tibetan,Lhasa-Baiding 602,TIB,12.4567,,100,268,CTB b25,Aoki
6025000,AM,PBS Xizang,1000,1600,Tibetan,Lhasa-Baiding 602,TIB,1234567,,100,268,CTB b25,Aoki
6025000,AM,PBS Xizang,1600,1700,English,Lhasa-Baiding 602,TIB,1234567,,100,268,CTB b25,Aoki
6025000,AM,PBS Xizang,1700,1805,Tibetan,Lhasa-Baiding 602,TIB,1234567,,100,268,CTB b25,Aoki
6025000,AM,PBS Xizang,2050,2300,Tibetan,Lhasa-Baiding 602,TIB,12.4567,,100,268,"CTB b25 //4905,4920, 6200",Aoki
6025000,AM,PBS Xizang,2100,2300,Tibetan,Lhasa-Baiding 602,TIB,3,,100,268,CTB b25,Aoki
6025000,AM,CHINA RADIO INTERNATIONAL,1500,1557,Russian,Xianyang 594,China,1234567,,500,292,CRI b25,Aoki
6025000,,Xizang RTV,0200,0700,TB,,China,,China,,,China,EiBi
6025000,,Xizang RTV,0700,0800,E,,China,We-Mo,China,,,China,EiBi
6025000,,Xizang RTV,0800,1000,TB,,China,We-Mo,China,,,China,EiBi
6025000,,Xizang RTV,1000,1600,TB,,China,,China,,,China,EiBi
6025000,,Xizang RTV,1600,1700,E,,China,,China,,,China,EiBi
6025000,,Xizang RTV,1700,1805,TB,,China,,China,,,China,EiBi
6025000,,Xizang RTV,2050,0200,TB,,China,,China,,,China,EiBi
6025000,AM,China National Radio,10:00,11:00,Tibetan,Lhasa,China,2,,100,268,China,HFCC
6025000,AM,China National Radio,20:50,18:05,Tibetan,Lhasa,China,1234567,,100,268,China,HFCC
6025000,AM,PBS Xizang,0000,0700,Tibetan,Lhasa-Baiding 602,,smtwtfs,,,,,Aoki
6025000,AM,Xizang RTV,0000,0200,Tibetan,Lhasa,,smtwtfs,CHN,,,,EiBi
6025000,AM,Xizang RTV,0200,0700,Tibetan,Lhasa,,smtwtfs,CHN,,,,EiBi
6025000,AM,PBS Xizang,0700,0800,English,Lhasa-Baiding 602,,sm.wtfs,,,,,Aoki
6025000,AM,Xizang RTV,0700,0800,English,Lhasa,,sm.wtfs,CHN,,,,EiBi
6025000,AM,PBS Xizang,0800,1000,Tibetan,Lhasa-Baiding 602,,sm.wtfs,,,,,Aoki
6025000,AM,Xizang RTV,0800,1000,Tibetan,Lhasa,,sm.wtfs,CHN,,,,EiBi
6025000,AM,CNR,1000,1100,Tibetan,Lhasa,,.m.....,42S,,,,HFCC
6025000,AM,PBS Xizang,1000,1600,Tibetan,Lhasa-Baiding 602,,smtwtfs,,,,,Aoki
6025000,AM,Xizang RTV,1000,1600,Tibetan,Lhasa,,smtwtfs,CHN,,,,EiBi
6025000,AM,China Radio Intl,1500,1557,Russian,Xianyang 594,,smtwtfs,,,,,Aoki
6025000,AM,China Radio Intl,1500,1600,Russian,"Xian-Xianyang ""594""",,smtwtfs,CAs,,,,EiBi
6025000,AM,CRI,1500,1600,Russian,Xian,,smtwtfs,"29S,30S",,,,HFCC
6025000,AM,PBS Xizang,1600,1700,English,Lhasa-Baiding 602,,smtwtfs,,,,,Aoki
6025000,AM,Xizang RTV,1600,1700,English,Lhasa,,smtwtfs,CHN,,,,EiBi
6025000,AM,PBS Xizang,1700,1805,Tibetan,Lhasa-Baiding 602,,smtwtfs,,,,,Aoki
6025000,AM,Xizang RTV,1700,1805,Tibetan,Lhasa,,smtwtfs,CHN,,,,EiBi
6025000,DRM,V.Russia,2000,2200,Russian,Komsomolsk Amur,,smtwtfs,26,,,,HFCC
6025000,AM,CNR,2050,1805,Tibetan,Lhasa,,smtwtfs,42SE,,,,HFCC
6025000,AM,PBS Xizang,2050,2300,Tibetan,Lhasa-Baiding 602,,sm.wtfs,,,,,Aoki
6025000,AM,Xizang RTV,2050,2300,Tibetan,Lhasa,,smtwtfs,CHN,,,,EiBi
6025000,AM,PBS Xizang,2100,2300,Tibetan,Lhasa-Baiding 602,,..t....,,,,,Aoki
6025000,AM,CNR 11,2300,2400,Tibetan,Lhasa,,smtwtfs,CHN,,,,EiBi
6025000,AM,PBS Xizang (CNR11),2300,2400,Tibetan,Lhasa-Baiding 602,,smtwtfs,,,,,Aoki
6030000,AM,Thazin Radio,0130,0200,English,Naypyidaw,MMR,1234567,,50,356,MRMS,Aoki
6030000,AM,Thazin Radio,2330,0130,Burmese,Naypyidaw,MMR,1234567,,50,356,MRMS,Aoki
6030000,AM,Radio Oromiya,0255,2000,Afan Oromo,Addis Ababa-Gedja,Ethiopia,1234567,,100,ND,DRO,Aoki
6030000,AM,R.ROMANIA INT.,2100,2127,French,Galbeni-Bacau,Romania,1234567,,300,285,RRO b25,Aoki
6030000,AM,R.ROMANIA INT.,2130,2157,English,Galbeni-Bacau,Romania,1234567,,300,300,RRO b25,Aoki
6030000,AM,R.ROMANIA INT.,2300,2357,English,Galbeni-Bacau,Romania,1234567,,300,300,RRO b25,Aoki
6030000,AM,R.MARTI,0100,1100,Spanish,Greenville B,USA,1234567,,250,205,OCB/AGM b25,Aoki
6030000,AM,Norddeutscher Rundfunk,1800,2100,German/English,Issoudun,France,3,,250,251,NDR b24,Aoki
6030000,AM,CNR 2-China Business Radio,1100,1605,Chinese,Nanning 954,China,1234567,,100,142,CNR2=5995 b25,Aoki
6030000,AM,CNR 1 (DRM) 3EA,2025,1805,Chinese(Digital),Beijing 572,China,1234567,,30,ND,CNR1 DRM b25,Aoki
6030000,AM,CFVP Calgary,0000,2400,English,Calgary,Canada,1234567,,0.1,ND,CFVP,Aoki
6030000,,CNR1 DIGITAL,0600,0900,M,,China,We-Mo,China,,,China,EiBi
6030000,,CNR1 DIGITAL,0900,1805,M,,China,,China,,,China,EiBi
6030000,,CNR1 DIGITAL,2025,0600,M,,China,,China,,,China,EiBi
6030000,,CNR 2 China Business R.,1100,1605,M,,China,,China,,,China,EiBi
6030000,,Radio Oromiya,0253,2015,OO,,Ethiopia,,East Africa,,,Ethiopia,EiBi
6030000,,Radio Marti,0100,1200,S,,USA,,Cuba,,,USA,EiBi
6030000,AM,United States Agency for Global Media (USAGM),01:00,12:00,Spanish,"Greenville, NC (Site B)",United States,1234567,,250,205,United States,HFCC
6030000,AM,China National Radio,11:00,16:05,Chinese,Nanning,China,1234567,,100,142,China,HFCC
6030000,AM,China National Radio,20:25,18:05,Chinese,Beijing,China,1234567,,30,0,China,HFCC
6030000,AM,CFVP Calgary,0000,2400,English,Calgary,,smtwtfs,,,,,Aoki
6030000,AM,R.Marti,0100,1100,Spanish,Greenville NC,,smtwtfs,,,,,Aoki
6030000,AM,US AGM,0100,1100,Spanish,Greenville NC,,smtwtfs,11,,,,HFCC
6030000,AM,Thazin Radio,0130,0200,English,Naypyidaw,,smtwtfs,,,,,Aoki
6030000,AM,R.Oromiya,0253,2015,Oromo,Geja Jewe,,smtwtfs,EAf,,,,EiBi
6030000,AM,Radio Oromiya,0255,2000,Afan Oromo,Addis Ababa-Gedja,,smtwtfs,,,,,Aoki
6030000,AM,CNR1 DIGITAL,0600,0900,Mandarin,Beijing-Matoucun 572,,sm.wtfs,CHN,,,,EiBi
6030000,AM,CNR1 DIGITAL,0900,1805,Mandarin,Beijing-Matoucun 572,,smtwtfs,CHN,,,,EiBi
6030000,AM,CNR,1100,1605,Chinese,Nanning,,smtwtfs,"44S,50",,,,HFCC
6030000,AM,CNR 2 China Bus.R.,1100,1605,Mandarin,Nanning (Guangxi),,smtwtfs,CHN,,,,EiBi
6030000,AM,CNR 2-China Business Radio,1100,1605,Chinese,Nanning 954,,smtwtfs,,,,,Aoki
6030000,AM,Media Broadcast,1800,2000,Multiple,Nauen,,......s,"28,29",,,,HFCC
6030000,AM,Media Broadcast,1800,2000,Multiple,Nauen,,s......,"28,29",,,,HFCC
6030000,AM,NDR Gru� an Bord,1800,2100,German,F-i,,Dec 24,NAO,,,,EiBi
6030000,AM,Norddeutscher Rundfunk,1800,2100,German/English,Issoudun,,..t....,,,,,Aoki
6030000,DRM,CNR,2025,1805,Chinese,Beijing,,smtwtfs,"43NE,44NW",,,,HFCC
6030000,DRM,CNR 1 (DRM) 3EA,2025,1805,Chinese(Digital),Beijing 572,,smtwtfs,,,,,Aoki
6030000,AM,CNR1 DIGITAL,2025,0600,Mandarin,Beijing-Matoucun 572,,smtwtfs,CHN,,,,EiBi
6030000,AM,R.Romania Int.,2100,2130,French,Galbeni,,smtwtfs,SEu,,,,EiBi
6030000,AM,R.Romania Intl,2100,2127,French,Galbeni-Bacau,,smtwtfs,,,,,Aoki
6030000,AM,R.Romania Intl,2100,2130,French,Galbeni,,smtwtfs,27SE,,,,HFCC
6030000,AM,R.Romania Int.,2130,2200,English,Galbeni,,smtwtfs,WEu,,,,EiBi
6030000,AM,R.Romania Intl,2130,2157,English,Galbeni-Bacau,,smtwtfs,,,,,Aoki
6030000,AM,R.Romania Intl,2130,2200,English,Galbeni,,smtwtfs,27N,,,,HFCC
6030000,AM,R.Romania Int.,2300,2400,English,Galbeni,,smtwtfs,WEu,,,,EiBi
6030000,AM,R.Romania Intl,2300,2357,English,Galbeni-Bacau,,smtwtfs,,,,,Aoki
6030000,AM,R.Romania Intl,2300,2400,English,Galbeni,,smtwtfs,27N,,,,HFCC
6030000,AM,Thazin Radio,2330,0130,Burmese,Naypyidaw,,smtwtfs,,,,,Aoki
6035000,AM,"PBS Yunnan ""Voice of Shangri-La""",1630,1700,Vietnamese,Kunming Shalang,China,1234567,,50,225,YNR,Aoki
6035000,AM,"PBS Yunnan ""Voice of Shangri-La""",2200,2400,Chinese,Kunming Shalang,China,1234567,,50,225,YNR,Aoki
6035000,AM,"PBS Yunnan ""FM99""",0945,1630,Chinese,Kunming Shalang,China,1234567,,50,225,YNR,Aoki
6035000,AM,Bhutan BS,0100,0400,Sharchop,Thimphu,Bhutan,1234567,,100,ND,BBS,Aoki
6035000,AM,Bhutan BS,0400,0800,Lhotsham/Nepali,Thimphu,Bhutan,1234567,,100,ND,BBS,Aoki
6035000,AM,Bhutan BS,0800,1000,Dzongkha,Thimphu,Bhutan,1234567,,100,ND,BBS,Aoki
6035000,AM,Bhutan BS,1000,1100,English,Thimphu,Bhutan,1234567,,100,ND,BBS,Aoki
6035000,AM,Bhutan BS,1100,1200,English,Thimphu,Bhutan,1234567,,100,ND,BBS,Aoki
6035000,AM,BBC,0000,0200,English,Tashkent,Uzbekistan,1234567,,100,131,BBC b25,Aoki
6035000,,Yunnan Radio Int.,0946,1000,Music,,China,,China,,,China,EiBi
6035000,,Yunnan Radio Int.,1000,1030,VN,,China,,China,,,China,EiBi
6035000,,Yunnan Radio Int.,1030,1200,M,,China,,China,,,China,EiBi
6035000,,Yunnan Radio Int.,1200,1300,M,,China,,China,,,China,EiBi
6035000,,Yunnan Radio Int.,1300,1330,VN,,China,,China,,,China,EiBi
6035000,,Yunnan Radio Int.,1330,1500,M,,China,,China,,,China,EiBi
6035000,AM,China National Radio,10:00,15:00,Chinese,Kunming,China,1234567,,50,225,China,HFCC
6035000,AM,Japan International Communications,15:55,17:00,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6035000,AM,Japan International Communications,19:50,20:50,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6035000,AM,BBC,0000,0200,English,Tashkent,,smtwtfs,,,,,Aoki
6035000,AM,BBC,0000,0200,English,Tashkent,,smtwtfs,SAs,,,,EiBi
6035000,AM,BBC,0000,0200,English,Tashkent,,smtwtfs,41NE,,,,HFCC
6035000,AM,Bhutan BS,0100,0400,Sharchop,Thimphu,,smtwtfs,,,,,Aoki
6035000,AM,Bhutan BS,0400,0800,Lhotsham/Nepali,Thimphu,,smtwtfs,,,,,Aoki
6035000,AM,Bhutan BS,0800,1000,Dzongkha,Thimphu,,smtwtfs,,,,,Aoki
6035000,AM,"PBS Yunnan ""FM99""",0945,1630,Chinese,Kunming Shalang,,smtwtfs,,,,,Aoki
6035000,AM,Yunnan Radio Int.,0946,1000,Music,Kunming-Lantau (Yunnan),,smtwtfs,CHN,,,,EiBi
6035000,AM,Bhutan BS,1000,1100,English,Thimphu,,smtwtfs,,,,,Aoki
6035000,AM,CNR,1000,1500,Chinese,Kunming,,smtwtfs,"43S,49N",,,,HFCC
6035000,AM,Yunnan Radio Int.,1000,1030,Vietnamese,Kunming-Lantau (Yunnan),,smtwtfs,CHN,,,,EiBi
6035000,AM,Yunnan Radio Int.,1030,1200,Mandarin,Kunming-Lantau (Yunnan),,smtwtfs,CHN,,,,EiBi
6035000,AM,Bhutan BS,1100,1200,English,Thimphu,,smtwtfs,,,,,Aoki
6035000,AM,Yunnan Radio Int.,1200,1300,Mandarin,Kunming-Lantau (Yunnan),,smtwtfs,CHN,,,,EiBi
6035000,AM,Yunnan Radio Int.,1300,1330,Vietnamese,Kunming-Lantau (Yunnan),,smtwtfs,CHN,,,,EiBi
6035000,AM,Yunnan Radio Int.,1330,1500,Mandarin,Kunming-Lantau (Yunnan),,smtwtfs,CHN,,,,EiBi
6035000,AM,"PBS Yunnan ""Voice of Shangri-La""",1630,1700,Vietnamese,Kunming Shalang,,smtwtfs,,,,,Aoki
6035000,AM,"PBS Yunnan ""Voice of Shangri-La""",2200,2400,Chinese,Kunming Shalang,,smtwtfs,,,,,Aoki
6040000,AM,VO ISLAMIC REP.IRAN,1653,1720,Pashto,Zahedan,Iran,1234567,,500,289,IRIB b25,Aoki
6040000,AM,Radio Delta International,0800,1600,Dutch/English,Elburg,The Netherlands,1234567,,1,ND,RDI b25,Aoki
6040000,AM,PBS Nei Menggu (CNR8),0300,0400,Mongolian,Hohhot 839,China,1234567,,50,263,NMRB b25,Aoki
6040000,AM,PBS Nei Menggu,0000,0300,Mongolian,Hohhot 839,China,1234567,,50,263,NMRB b25,Aoki
6040000,AM,PBS Nei Menggu,0400,0600,Mongolian,Hohhot 839,China,1234567,,50,263,NMRB b25,Aoki
6040000,AM,PBS Nei Menggu,0600,0950,Mongolian,Hohhot 839,China,12.4567,,50,263,NMRB b25,Aoki
6040000,AM,PBS Nei Menggu,0950,1605,Mongolian,Hohhot 839,China,1234567,,50,263,NMRB b25,Aoki
6040000,AM,PBS Nei Menggu,2150,2400,Mongolian,Hohhot 839,China,1234567,,50,263,NMRB b25,Aoki
6040000,AM,KBS WORLD RADIO,1800,1900,Russian,Woofferton,United Kingdom,1234567,,250,66,KBS b25 ENC,Aoki
6040000,AM,Ifrikya FM,0500,0600,Arabic/French,Ourgla,Algeria,1234567,,300,210,TDA b25,Aoki
6040000,AM,CNR 8,0900,1400,Korean,Beijing 491,China,1234567,,100,63,CNR8 b25,Aoki
6040000,AM,CNR 8,1400,1505,Chinese,Beijing 491,China,1234567,,100,63,CNR8 b25,Aoki
6040000,AM,CNR 2-China Business Radio,2055,0030,Chinese,Beijing 491,China,1234567,,150,180,CNR2=11800 b25,Aoki
6040000,AM,CHINA RADIO INTERNATIONAL,1600,1757,Russian,Urumqi Hutubi 201,TKS,1234567,,500,308,CRI b25,Aoki
6040000,,Ifrikya FM,0000,0600,A,,Algeria,,West Africa,,,Algeria,EiBi
6040000,,China National Radio 8,0900,1505,K,,China,,China,,,China,EiBi
6040000,,China Radio Int.,1400,1500,M,,China,,South East Asia,,,China,EiBi
6040000,,CNR 2 China Business R.,2055,2300,M,,China,,China,,,China,EiBi
